,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,thirty one,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,thirty one one,3,3,3,N/A,N/A,N/A
2,2.png,sixty four,fourteen one,4,4,N/A,N/A,N/A,N/A
3,3.png,six hundred four,thirty one one,3,3,3,N/A,N/A,N/A
4,4.png,eighty five,thirty one,4,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,thirty one one,3,2,2,N/A,N/A,N/A
6,6.png,thirty six,thirty one,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,eighteen one one,3,4,4,N/A,N/A,N/A
8,8.png,twelve,thirty,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,thirty eighteen,3,3,N/A,N/A,N/A,N/A
10,10.png,four hundred,thirty one,3,3,N/A,N/A,N/A,N/A
11,11.png,four thousand,thirty one,3,3,N/A,N/A,N/A,N/A
12,12.png,seventy six,thirty one,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,thirty one one,4,4,4,N/A,N/A,N/A
14,14.png,thirty one,thirty one,4,3,N/A,N/A,N/A,N/A
15,15.png,three hundred one,thirty one one,2,2,2,N/A,N/A,N/A
16,16.png,eighty nine,thirty one,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,thirty one one,3,3,3,N/A,N/A,N/A
18,18.png,three hundred seven,one one one,3,3,3,N/A,N/A,N/A
19,19.png,three hundred sixty seven,sixteen one one one,2,3,3,3,N/A,N/A
20,20.png,thirteen,thirty,3,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,thirty one,3,3,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,<pad> one one,3,3,3,N/A,N/A,N/A
23,23.png,five hundred eighty,<pad> one one,4,4,4,N/A,N/A,N/A
24,24.png,two thousand three,thirty one one,3,2,2,N/A,N/A,N/A
25,25.png,two thousand thirty,thirty one one,3,1,1,N/A,N/A,N/A
26,26.png,three hundred six,eighteen one one,3,4,4,N/A,N/A,N/A
27,27.png,three hundred sixty,thirty one one,3,3,3,N/A,N/A,N/A
28,28.png,seven,sixteen,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,fourteen,3,N/A,N/A,N/A,N/A,N/A
30,30.png,five,thirty,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,thirty,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,thirty one,3,3,N/A,N/A,N/A,N/A
33,33.png,five thousand,<pad> one,3,3,N/A,N/A,N/A,N/A
34,34.png,thirty six,thirty one,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,thirty one one,3,3,3,N/A,N/A,N/A
36,36.png,forty two,thirty one,3,3,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,thirty one one,2,2,2,N/A,N/A,N/A
38,38.png,twenty seven,thirty one,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,thirty one one,3,2,2,N/A,N/A,N/A
40,40.png,six hundred eight,eighteen one one,3,3,3,N/A,N/A,N/A
41,41.png,six hundred fifty eight,fourteen one one one,3,3,3,3,N/A,N/A
42,42.png,seventeen,sixteen,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,fourteen one,4,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,thirty one one one,3,3,3,3,N/A,N/A
45,45.png,five hundred seventy six,thirty one one one,4,4,4,4,N/A,N/A
46,46.png,one,thirty,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,thirty,4,N/A,N/A,N/A,N/A,N/A
