,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,eleven <unk> <unk>,2,2,2,N/A,N/A,N/A
2,2.png,sixty four,<unk> <unk>,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,eleven <unk> <unk>,3,3,3,N/A,N/A,N/A
4,4.png,eighty five,eleven <unk>,3,3,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,eleven eleven <unk>,2,2,2,N/A,N/A,N/A
6,6.png,thirty six,eleven eleven,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,eleven <unk> <unk>,3,3,3,N/A,N/A,N/A
8,8.png,twelve,eleven,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,eleven eleven,3,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,eleven three,4,3,N/A,N/A,N/A,N/A
12,12.png,seventy six,eleven <unk>,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,eleven <unk> <unk>,4,4,4,N/A,N/A,N/A
14,14.png,thirty one,<unk> eleven,4,4,N/A,N/A,N/A,N/A
15,15.png,three hundred one,eleven <unk> <unk>,3,4,4,N/A,N/A,N/A
16,16.png,eighty nine,eleven eleven,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,eleven <unk> <unk>,2,2,2,N/A,N/A,N/A
18,18.png,three hundred seven,<unk> <unk> <unk>,3,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,<unk> <unk> <unk> <unk>,4,4,4,4,N/A,N/A
20,20.png,thirteen,eleven,3,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,eleven <unk> <unk>,4,4,4,N/A,N/A,N/A
23,23.png,five hundred eighty,eleven <unk> <unk>,3,3,3,N/A,N/A,N/A
24,24.png,two thousand three,eleven three three,2,2,2,N/A,N/A,N/A
25,25.png,two thousand thirty,eleven three three,2,2,2,N/A,N/A,N/A
26,26.png,three hundred six,eleven <unk> <unk>,3,3,3,N/A,N/A,N/A
27,27.png,three hundred sixty,eleven <unk> <unk>,4,4,4,N/A,N/A,N/A
28,28.png,seven,<unk>,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,<unk>,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,<unk>,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,<unk>,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,eleven <unk>,4,4,N/A,N/A,N/A,N/A
33,33.png,five thousand,eleven three,4,3,N/A,N/A,N/A,N/A
34,34.png,thirty six,eleven eleven,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,eleven <unk> <unk>,3,3,3,N/A,N/A,N/A
36,36.png,forty two,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,<unk> <unk> <unk>,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,<unk> <unk>,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,eleven <unk> <unk>,3,3,3,N/A,N/A,N/A
40,40.png,six hundred eight,eleven <unk> <unk>,4,4,4,N/A,N/A,N/A
41,41.png,six hundred fifty eight,eleven <unk> <unk> hundred,4,4,4,4,N/A,N/A
42,42.png,seventeen,<unk>,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,eleven eleven,4,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,<unk> <unk> <unk> <unk>,3,4,4,4,N/A,N/A
45,45.png,five hundred seventy six,eleven <unk> <unk> <unk>,3,3,3,3,N/A,N/A
46,46.png,one,<unk>,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,eleven,4,N/A,N/A,N/A,N/A,N/A
