,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,eight twelve,3,3,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,eight eight eight,4,2,2,N/A,N/A,N/A
2,2.png,sixty four,fifty twelve,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,eight twelve twelve,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,eight eight,3,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,eight eight twelve,4,2,4,N/A,N/A,N/A
6,6.png,thirty six,eight twelve,3,3,N/A,N/A,N/A,N/A
7,7.png,three hundred six,one twelve twelve,4,4,4,N/A,N/A,N/A
8,8.png,twelve,twelve,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,twelve twelve,4,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,<pad> twelve,4,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,eight twelve,4,4,N/A,N/A,N/A,N/A
12,12.png,seventy six,eight twelve,3,3,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,eight twelve twelve,4,4,4,N/A,N/A,N/A
14,14.png,thirty one,twelve twelve,4,4,N/A,N/A,N/A,N/A
15,15.png,three hundred one,<pad> twelve twelve,4,4,4,N/A,N/A,N/A
16,16.png,eighty nine,eight eight,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,eight eight twelve,4,4,4,N/A,N/A,N/A
18,18.png,three hundred seven,<pad> twelve twelve,4,4,3,N/A,N/A,N/A
19,19.png,three hundred sixty seven,twelve twelve twelve twelve,4,3,3,3,N/A,N/A
20,20.png,thirteen,twelve,3,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,twelve twelve,4,4,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,one eight twelve,3,2,2,N/A,N/A,N/A
23,23.png,five hundred eighty,one twelve twelve,4,4,4,N/A,N/A,N/A
24,24.png,two thousand three,two twelve twelve,1,2,2,N/A,N/A,N/A
25,25.png,two thousand thirty,eight twelve twelve,4,4,4,N/A,N/A,N/A
26,26.png,three hundred six,one twelve twelve,4,4,4,N/A,N/A,N/A
27,27.png,three hundred sixty,<pad> twelve twelve,4,4,4,N/A,N/A,N/A
28,28.png,seven,twelve,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,eight,3,N/A,N/A,N/A,N/A,N/A
30,30.png,five,twelve,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,thousand,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,one twelve,4,4,N/A,N/A,N/A,N/A
33,33.png,five thousand,two twelve,4,4,N/A,N/A,N/A,N/A
34,34.png,thirty six,eight twelve,3,3,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,one twelve twelve,4,4,4,N/A,N/A,N/A
36,36.png,forty two,twelve twelve,4,4,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,fifty twelve twelve,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,twelve twelve,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,eight twelve twelve,3,3,3,N/A,N/A,N/A
40,40.png,six hundred eight,eight eight eight,2,2,2,N/A,N/A,N/A
41,41.png,six hundred fifty eight,eight eight twelve twelve,2,2,2,2,N/A,N/A
42,42.png,seventeen,twelve,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,eight eight,3,3,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,one twelve twelve twelve,3,3,3,3,N/A,N/A
45,45.png,five hundred seventy six,eight twelve twelve twelve,4,4,4,4,N/A,N/A
46,46.png,one,twelve,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,thousand,4,N/A,N/A,N/A,N/A,N/A
