,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,<end> fifty fifty,4,4,N/A,N/A,N/A,N/A
1,1.png,two hundred sixty,<end> fifty fifty,4,4,N/A,N/A,N/A,N/A
2,2.png,one hundred,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
3,3.png,one thousand,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
4,4.png,sixty seven,<end> fifty,3,N/A,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,<end> fifty fifty,4,4,N/A,N/A,N/A,N/A
6,6.png,one thousand two,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
7,7.png,one thousand twenty,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
8,8.png,twenty one,<pad> <pad>,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,<end> fifty fifty,3,3,N/A,N/A,N/A,N/A
10,10.png,one hundred five,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
11,11.png,one hundred twenty five,<end> fifty fifty fifty,4,4,4,N/A,N/A,N/A
12,12.png,three hundred five,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
13,13.png,three hundred fifty,<end> fifty fifty,4,4,N/A,N/A,N/A,N/A
14,14.png,forty two,<end> forty,4,N/A,N/A,N/A,N/A,N/A
15,15.png,four hundred two,<end> fifty fifty,2,4,N/A,N/A,N/A,N/A
16,16.png,five,<end>,N/A,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,<pad>,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
20,20.png,two,<end>,N/A,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,<end>,N/A,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,<end> fifty,4,N/A,N/A,N/A,N/A,N/A
23,23.png,four hundred five,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
24,24.png,sixty two,<end> fifty,3,N/A,N/A,N/A,N/A,N/A
25,25.png,six hundred two,<end> fifty fifty,2,2,N/A,N/A,N/A,N/A
26,26.png,twenty one,<pad> <pad>,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,<pad> fifty fifty,4,4,4,N/A,N/A,N/A
28,28.png,twenty four,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
29,29.png,two hundred four,<end> <end> fifty,3,N/A,N/A,N/A,N/A,N/A
30,30.png,seventeen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,<pad> <pad>,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
33,33.png,three hundred five,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
34,34.png,forty seven,<end> forty,3,N/A,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,<pad> <pad> fifty,4,4,4,N/A,N/A,N/A
36,36.png,nineteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
38,38.png,sixteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
40,40.png,fifty three,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
41,41.png,eighty,<end>,N/A,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,<pad> fifty fifty,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,<end> <end> fifty fifty,3,3,N/A,N/A,N/A,N/A
44,44.png,four hundred twelve,<pad> forty fifty,2,4,4,N/A,N/A,N/A
45,45.png,four hundred twenty one,<pad> <pad> fifty fifty,2,4,4,4,N/A,N/A
46,46.png,six,<end>,N/A,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
