,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,<end> <end> fifty,4,N/A,N/A,N/A,N/A,N/A
2,2.png,sixty four,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
3,3.png,six hundred four,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
4,4.png,eighty five,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,eight <end> fifty,3,3,N/A,N/A,N/A,N/A
6,6.png,thirty six,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
7,7.png,three hundred six,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
8,8.png,twelve,<end>,N/A,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
10,10.png,four hundred,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
11,11.png,four thousand,<end> hundred,1,N/A,N/A,N/A,N/A,N/A
12,12.png,seventy six,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,eight <end> fifty,2,2,N/A,N/A,N/A,N/A
14,14.png,thirty one,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
15,15.png,three hundred one,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
16,16.png,eighty nine,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,<end> <end> fifty,2,N/A,N/A,N/A,N/A,N/A
18,18.png,three hundred seven,<end> <end> fifty,2,N/A,N/A,N/A,N/A,N/A
19,19.png,three hundred sixty seven,<end> <end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
20,20.png,thirteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,eight <end> fifty,2,2,N/A,N/A,N/A,N/A
23,23.png,five hundred eighty,eight eight fifty,2,2,2,N/A,N/A,N/A
24,24.png,two thousand three,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
25,25.png,two thousand thirty,eight <end> hundred,1,3,N/A,N/A,N/A,N/A
26,26.png,three hundred six,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
27,27.png,three hundred sixty,eight <end> <end>,2,N/A,N/A,N/A,N/A,N/A
28,28.png,seven,<end>,N/A,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
30,30.png,five,<pad>,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,<end>,N/A,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,eight eight,2,2,N/A,N/A,N/A,N/A
33,33.png,five thousand,eight eight,1,1,N/A,N/A,N/A,N/A
34,34.png,thirty six,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,eight <end> fifty,2,2,N/A,N/A,N/A,N/A
36,36.png,forty two,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
38,38.png,twenty seven,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,<end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
40,40.png,six hundred eight,eight <end> fifty,2,4,N/A,N/A,N/A,N/A
41,41.png,six hundred fifty eight,eight <end> fifty fifty,3,3,3,N/A,N/A,N/A
42,42.png,seventeen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,<end> <end> fifty fifty,4,4,N/A,N/A,N/A,N/A
45,45.png,five hundred seventy six,eight <end> fifty fifty,2,3,3,N/A,N/A,N/A
46,46.png,one,<end>,N/A,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,<end>,N/A,N/A,N/A,N/A,N/A,N/A
