,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,two six,3,3,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,six six six,2,2,2,N/A,N/A,N/A
2,2.png,sixty four,two six,4,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,six six twelve,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,two two,4,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,six six twelve,2,3,3,N/A,N/A,N/A
6,6.png,thirty six,two six,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,six fifteen fifteen,3,3,3,N/A,N/A,N/A
8,8.png,twelve,six,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,two six,4,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,six six,4,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,six six,3,3,N/A,N/A,N/A,N/A
12,12.png,seventy six,two six,3,3,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,two six six,2,2,2,N/A,N/A,N/A
14,14.png,thirty one,two two,4,4,N/A,N/A,N/A,N/A
15,15.png,three hundred one,two six fifteen,4,4,4,N/A,N/A,N/A
16,16.png,eighty nine,two six,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,six six twelve,4,4,4,N/A,N/A,N/A
18,18.png,three hundred seven,six six fifteen,4,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,<unk> six fifteen fifteen,3,3,3,3,N/A,N/A
20,20.png,thirteen,two,3,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,one six,3,3,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,two fifteen fifteen,2,2,2,N/A,N/A,N/A
23,23.png,five hundred eighty,two fifteen twelve,2,2,2,N/A,N/A,N/A
24,24.png,two thousand three,six six fifteen,2,2,2,N/A,N/A,N/A
25,25.png,two thousand thirty,six fifteen fifteen,1,2,2,N/A,N/A,N/A
26,26.png,three hundred six,six fifteen fifteen,3,3,3,N/A,N/A,N/A
27,27.png,three hundred sixty,six fifteen fifteen,4,3,3,N/A,N/A,N/A
28,28.png,seven,<unk>,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,two,3,N/A,N/A,N/A,N/A,N/A
30,30.png,five,two,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,two,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,six six,2,2,N/A,N/A,N/A,N/A
33,33.png,five thousand,six fifteen,3,3,N/A,N/A,N/A,N/A
34,34.png,thirty six,two six,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,two twelve twelve,4,4,4,N/A,N/A,N/A
36,36.png,forty two,one six,3,3,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,six six six,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,two six,4,4,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,six six six,4,3,3,N/A,N/A,N/A
40,40.png,six hundred eight,six six fifteen,2,2,2,N/A,N/A,N/A
41,41.png,six hundred fifty eight,two six fifteen twelve,2,2,2,2,N/A,N/A
42,42.png,seventeen,<unk>,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,two six,4,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,two six twelve twelve,2,2,2,2,N/A,N/A
45,45.png,five hundred seventy six,two six six ten,2,3,3,3,N/A,N/A
46,46.png,one,<unk>,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,two,4,N/A,N/A,N/A,N/A,N/A
