,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,seventeen seventeen,3,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,five five seventeen,2,2,2,N/A,N/A,N/A
2,2.png,sixty four,sixty sixty,4,4,N/A,N/A,N/A,N/A
3,3.png,six hundred four,sixty eighteen eighteen,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,seventeen seventeen,3,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,seventeen seventeen eighteen,2,2,2,N/A,N/A,N/A
6,6.png,thirty six,seventeen eighteen,3,3,N/A,N/A,N/A,N/A
7,7.png,three hundred six,seventeen eighteen eighteen,2,2,2,N/A,N/A,N/A
8,8.png,twelve,fourteen,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,seventeen seventeen,4,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,sixty sixty,2,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,five five,1,1,N/A,N/A,N/A,N/A
12,12.png,seventy six,seventeen seventeen,3,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,seventeen seventeen eighteen,2,4,4,N/A,N/A,N/A
14,14.png,thirty one,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
15,15.png,three hundred one,sixty eighteen eighteen,4,4,4,N/A,N/A,N/A
16,16.png,eighty nine,seventeen eighteen,4,4,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,seventeen seventeen eighteen,2,2,2,N/A,N/A,N/A
18,18.png,three hundred seven,sixty eighteen eighteen,4,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,sixty eighteen eighteen eighteen,4,4,4,4,N/A,N/A
20,20.png,thirteen,<end>,N/A,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,seventeen eighteen eighteen,4,4,4,N/A,N/A,N/A
23,23.png,five hundred eighty,seventeen eighteen eighteen,4,4,4,N/A,N/A,N/A
24,24.png,two thousand three,five five eighteen,1,1,1,N/A,N/A,N/A
25,25.png,two thousand thirty,five five eighteen,1,1,1,N/A,N/A,N/A
26,26.png,three hundred six,seventeen eighteen eighteen,2,2,2,N/A,N/A,N/A
27,27.png,three hundred sixty,seventeen eighteen eighteen,2,4,4,N/A,N/A,N/A
28,28.png,seven,seventeen,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,seventeen,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,seventeen,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,sixty,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,seventeen eighteen,4,4,N/A,N/A,N/A,N/A
33,33.png,five thousand,seventeen seventeen,4,4,N/A,N/A,N/A,N/A
34,34.png,thirty six,seventeen eighteen,3,3,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,seventeen eighteen eighteen,4,4,4,N/A,N/A,N/A
36,36.png,forty two,<end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,seventeen eighteen eighteen,2,4,2,N/A,N/A,N/A
38,38.png,twenty seven,<end> seventeen,3,N/A,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,five five eighteen,4,2,2,N/A,N/A,N/A
40,40.png,six hundred eight,seventeen seventeen eighteen,2,2,2,N/A,N/A,N/A
41,41.png,six hundred fifty eight,seventeen seventeen eighteen eighteen,2,2,2,2,N/A,N/A
42,42.png,seventeen,four,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,seventeen seventeen,3,3,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,sixty eighteen eighteen eighteen,4,4,4,4,N/A,N/A
45,45.png,five hundred seventy six,thirteen eighteen eighteen eighteen,3,3,3,3,N/A,N/A
46,46.png,one,four,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,sixty,4,N/A,N/A,N/A,N/A,N/A
