,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,hundred forty,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,hundred thousand thousand,2,2,2,N/A,N/A,N/A
2,2.png,sixty four,hundred thousand,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,ninety ninety thousand,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,hundred forty,3,3,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,hundred thousand thousand,2,2,2,N/A,N/A,N/A
6,6.png,thirty six,ninety thousand,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,ninety thousand thousand,4,4,4,N/A,N/A,N/A
8,8.png,twelve,ninety,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,ninety ninety,3,3,N/A,N/A,N/A,N/A
10,10.png,four hundred,ninety thousand,4,3,N/A,N/A,N/A,N/A
11,11.png,four thousand,ninety thousand,3,3,N/A,N/A,N/A,N/A
12,12.png,seventy six,hundred thousand,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,sixty thousand thousand,4,3,3,N/A,N/A,N/A
14,14.png,thirty one,forty forty,4,4,N/A,N/A,N/A,N/A
15,15.png,three hundred one,thousand thousand thousand,4,4,4,N/A,N/A,N/A
16,16.png,eighty nine,hundred ninety,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,thousand thousand thousand,2,2,2,N/A,N/A,N/A
18,18.png,three hundred seven,forty forty thousand,4,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,sixty forty thousand thousand,4,3,3,3,N/A,N/A
20,20.png,thirteen,forty,4,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,ninety forty,4,4,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,hundred thousand thousand,4,4,4,N/A,N/A,N/A
23,23.png,five hundred eighty,hundred thousand thousand,3,3,3,N/A,N/A,N/A
24,24.png,two thousand three,ninety ninety thousand,3,3,3,N/A,N/A,N/A
25,25.png,two thousand thirty,ninety ninety thousand,2,2,2,N/A,N/A,N/A
26,26.png,three hundred six,ninety thousand thousand,4,4,4,N/A,N/A,N/A
27,27.png,three hundred sixty,ninety thousand thousand,3,3,3,N/A,N/A,N/A
28,28.png,seven,eleven,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,hundred,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,hundred,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,ninety,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,ninety ninety,2,3,N/A,N/A,N/A,N/A
33,33.png,five thousand,thousand thousand,2,2,N/A,N/A,N/A,N/A
34,34.png,thirty six,ninety thousand,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,ninety thousand thousand,4,4,3,N/A,N/A,N/A
36,36.png,forty two,ninety forty,4,4,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,ninety thousand thousand,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,forty forty,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,forty forty thousand,4,4,4,N/A,N/A,N/A
40,40.png,six hundred eight,hundred thousand thousand,4,4,4,N/A,N/A,N/A
41,41.png,six hundred fifty eight,hundred thousand thousand thousand,4,4,4,4,N/A,N/A
42,42.png,seventeen,sixty,4,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,hundred ninety,4,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,forty forty thousand thousand,3,3,3,3,N/A,N/A
45,45.png,five hundred seventy six,hundred thousand thousand thousand,4,4,4,4,N/A,N/A
46,46.png,one,sixty,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,ninety,4,N/A,N/A,N/A,N/A,N/A
