,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,sixty sixty fourteen,4,4,4,N/A,N/A,N/A
1,1.png,two hundred sixty,sixteen sixty fourteen,4,3,3,N/A,N/A,N/A
2,2.png,one hundred,sixty sixty,3,3,N/A,N/A,N/A,N/A
3,3.png,one thousand,sixty hundred,2,1,N/A,N/A,N/A,N/A
4,4.png,sixty seven,sixty sixty,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,hundred hundred sixty,2,2,2,N/A,N/A,N/A
6,6.png,one thousand two,sixty hundred fourteen,4,4,4,N/A,N/A,N/A
7,7.png,one thousand twenty,sixty sixty fourteen,2,1,1,N/A,N/A,N/A
8,8.png,twenty one,sixty sixty,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,sixty sixty fourteen,3,2,2,N/A,N/A,N/A
10,10.png,one hundred five,sixty sixty sixty,3,2,2,N/A,N/A,N/A
11,11.png,one hundred twenty five,sixty sixty sixty sixty,4,2,2,4,N/A,N/A
12,12.png,three hundred five,sixty sixty sixty,4,4,4,N/A,N/A,N/A
13,13.png,three hundred fifty,sixty sixty sixty,4,4,4,N/A,N/A,N/A
14,14.png,forty two,sixty sixty,4,4,N/A,N/A,N/A,N/A
15,15.png,four hundred two,sixty sixty sixty,4,4,4,N/A,N/A,N/A
16,16.png,five,sixty,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,sixty,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,sixty,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,sixty sixty,3,3,N/A,N/A,N/A,N/A
20,20.png,two,sixty,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,sixteen,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,sixty sixty,3,3,N/A,N/A,N/A,N/A
23,23.png,four hundred five,sixty sixty sixty,3,3,3,N/A,N/A,N/A
24,24.png,sixty two,sixty sixty,3,3,N/A,N/A,N/A,N/A
25,25.png,six hundred two,five sixty fourteen,2,2,2,N/A,N/A,N/A
26,26.png,twenty one,sixty sixty,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,hundred hundred sixty,4,4,4,N/A,N/A,N/A
28,28.png,twenty four,sixty sixty,3,3,N/A,N/A,N/A,N/A
29,29.png,two hundred four,sixty sixty sixty,3,3,3,N/A,N/A,N/A
30,30.png,seventeen,sixty,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,sixty sixty,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,twenty sixty,4,4,N/A,N/A,N/A,N/A
33,33.png,three hundred five,sixty sixty sixty,4,4,4,N/A,N/A,N/A
34,34.png,forty seven,sixty sixty,3,3,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,sixty sixty sixty,4,4,4,N/A,N/A,N/A
36,36.png,nineteen,sixty,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,sixty sixty sixty,3,3,3,N/A,N/A,N/A
38,38.png,sixteen,sixty,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,sixty sixty fourteen,3,3,3,N/A,N/A,N/A
40,40.png,fifty three,twenty sixty,3,3,N/A,N/A,N/A,N/A
41,41.png,eighty,sixty,4,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,hundred sixty sixty,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,sixty sixty fourteen fourteen,3,2,2,2,N/A,N/A
44,44.png,four hundred twelve,sixty sixty eighty,4,4,4,N/A,N/A,N/A
45,45.png,four hundred twenty one,sixty sixty sixty eighty,4,4,4,4,N/A,N/A
46,46.png,six,sixty,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,sixty,4,N/A,N/A,N/A,N/A,N/A
