,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,fifteen eighty,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,four seventeen seventeen,2,4,4,N/A,N/A,N/A
2,2.png,sixty four,fifty thirteen,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,four <unk> thirteen,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,four thirteen,4,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,four seventeen <unk>,3,2,2,N/A,N/A,N/A
6,6.png,thirty six,fifteen fifteen,3,3,N/A,N/A,N/A,N/A
7,7.png,three hundred six,four <unk> <unk>,2,2,2,N/A,N/A,N/A
8,8.png,twelve,fifteen,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,fifteen thirteen,3,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,four <unk>,2,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,four seventeen,1,4,N/A,N/A,N/A,N/A
12,12.png,seventy six,fifteen eighty,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,four <unk> <unk>,3,3,3,N/A,N/A,N/A
14,14.png,thirty one,hundred eighty,3,3,N/A,N/A,N/A,N/A
15,15.png,three hundred one,four <unk> <unk>,2,2,2,N/A,N/A,N/A
16,16.png,eighty nine,four fifty,4,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,seventeen seventeen seventeen,4,4,4,N/A,N/A,N/A
18,18.png,three hundred seven,four <unk> <unk>,2,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,four three thirteen thirteen,2,4,4,4,N/A,N/A
20,20.png,thirteen,fifteen,4,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,four thirteen,4,4,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,four seventeen seventeen,2,2,2,N/A,N/A,N/A
23,23.png,five hundred eighty,four seventeen seventeen,2,2,2,N/A,N/A,N/A
24,24.png,two thousand three,four seventeen seventeen,4,3,3,N/A,N/A,N/A
25,25.png,two thousand thirty,four <unk> <unk>,4,4,4,N/A,N/A,N/A
26,26.png,three hundred six,four <unk> <unk>,2,2,2,N/A,N/A,N/A
27,27.png,three hundred sixty,four <unk> <unk>,2,2,2,N/A,N/A,N/A
28,28.png,seven,hundred,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,fifteen,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,fifteen,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,seventeen,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,four <unk>,2,2,N/A,N/A,N/A,N/A
33,33.png,five thousand,seventeen seventeen,1,1,N/A,N/A,N/A,N/A
34,34.png,thirty six,fifteen fifteen,3,3,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,four <unk> <unk>,2,2,2,N/A,N/A,N/A
36,36.png,forty two,four thirteen,4,4,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,four <unk> fifty,2,4,4,N/A,N/A,N/A
38,38.png,twenty seven,hundred eighty,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,fifteen <unk> <unk>,2,4,4,N/A,N/A,N/A
40,40.png,six hundred eight,four seventeen seventeen,2,2,2,N/A,N/A,N/A
41,41.png,six hundred fifty eight,four seventeen seventeen seventeen,2,2,2,2,N/A,N/A
42,42.png,seventeen,hundred,4,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,four fifty,3,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,four thirteen thirteen thirteen,2,2,2,2,N/A,N/A
45,45.png,five hundred seventy six,fifteen thirteen thirteen thirteen,4,2,2,2,N/A,N/A
46,46.png,one,fifteen,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,fifteen,4,N/A,N/A,N/A,N/A,N/A
