,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,five five thirty,2,2,2,N/A,N/A,N/A
1,1.png,two hundred sixty,one five thirty,4,2,2,N/A,N/A,N/A
2,2.png,one hundred,one one,2,2,N/A,N/A,N/A,N/A
3,3.png,one thousand,one one,1,1,N/A,N/A,N/A,N/A
4,4.png,sixty seven,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,one one thirty,3,3,3,N/A,N/A,N/A
6,6.png,one thousand two,one one ten,1,1,1,N/A,N/A,N/A
7,7.png,one thousand twenty,five five one,1,1,1,N/A,N/A,N/A
8,8.png,twenty one,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
9,9.png,two hundred one,one one twenty,4,4,4,N/A,N/A,N/A
10,10.png,one hundred five,one five eighteen,4,4,4,N/A,N/A,N/A
11,11.png,one hundred twenty five,nineteen nineteen eighteen twenty,4,4,2,2,N/A,N/A
12,12.png,three hundred five,eleven five thirty,2,2,2,N/A,N/A,N/A
13,13.png,three hundred fifty,one one thirty,2,2,2,N/A,N/A,N/A
14,14.png,forty two,nineteen nineteen,3,3,N/A,N/A,N/A,N/A
15,15.png,four hundred two,nineteen nineteen nineteen,2,2,2,N/A,N/A,N/A
16,16.png,five,nineteen,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,nineteen,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,nineteen,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
20,20.png,two,five,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,nineteen,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,nineteen five,4,4,N/A,N/A,N/A,N/A
23,23.png,four hundred five,nineteen nineteen eighteen,2,2,2,N/A,N/A,N/A
24,24.png,sixty two,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
25,25.png,six hundred two,one five one,4,4,4,N/A,N/A,N/A
26,26.png,twenty one,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,one one five,4,3,3,N/A,N/A,N/A
28,28.png,twenty four,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
29,29.png,two hundred four,nineteen nineteen eighteen,4,4,4,N/A,N/A,N/A
30,30.png,seventeen,nineteen,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
32,32.png,thirty five,nineteen <start>,3,N/A,N/A,N/A,N/A,N/A
33,33.png,three hundred five,eleven five thirty,2,2,2,N/A,N/A,N/A
34,34.png,forty seven,nineteen nineteen,3,3,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,nineteen nineteen nineteen,2,2,2,N/A,N/A,N/A
36,36.png,nineteen,nineteen,3,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,nineteen ninety thirty,2,2,2,N/A,N/A,N/A
38,38.png,sixteen,nineteen,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,one ninety thirty,2,2,2,N/A,N/A,N/A
40,40.png,fifty three,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
41,41.png,eighty,nineteen,3,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,one five twenty,4,3,3,N/A,N/A,N/A
43,43.png,two hundred sixty one,one one thirty twenty,4,4,4,4,N/A,N/A
44,44.png,four hundred twelve,nineteen nineteen eighteen,2,2,2,N/A,N/A,N/A
45,45.png,four hundred twenty one,nineteen <start> <start> eighteen,2,2,N/A,N/A,N/A,N/A
46,46.png,six,nineteen,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,nineteen,4,N/A,N/A,N/A,N/A,N/A
