,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,one one eighty,3,3,3,N/A,N/A,N/A
1,1.png,two hundred sixty,one one eighty,4,4,4,N/A,N/A,N/A
2,2.png,one hundred,one eighty,4,4,N/A,N/A,N/A,N/A
3,3.png,one thousand,one one,3,3,N/A,N/A,N/A,N/A
4,4.png,sixty seven,forty forty,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,one eighty eighty,4,4,4,N/A,N/A,N/A
6,6.png,one thousand two,one one one,3,3,3,N/A,N/A,N/A
7,7.png,one thousand twenty,one one one,4,3,3,N/A,N/A,N/A
8,8.png,twenty one,forty eighty,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,one eighty eighty,3,3,3,N/A,N/A,N/A
10,10.png,one hundred five,two eighty eighty,3,3,3,N/A,N/A,N/A
11,11.png,one hundred twenty five,eight hundred <start> <start>,4,4,N/A,N/A,N/A,N/A
12,12.png,three hundred five,one one one,3,3,3,N/A,N/A,N/A
13,13.png,three hundred fifty,one one <start>,4,4,N/A,N/A,N/A,N/A
14,14.png,forty two,hundred hundred,4,4,N/A,N/A,N/A,N/A
15,15.png,four hundred two,hundred eighty eighty,3,3,3,N/A,N/A,N/A
16,16.png,five,forty,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,three,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,three,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,hundred hundred,3,3,N/A,N/A,N/A,N/A
20,20.png,two,forty,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,eighty,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,forty eighty,4,4,N/A,N/A,N/A,N/A
23,23.png,four hundred five,hundred one eighty,3,3,3,N/A,N/A,N/A
24,24.png,sixty two,forty eighty,3,3,N/A,N/A,N/A,N/A
25,25.png,six hundred two,one one eighty,3,3,3,N/A,N/A,N/A
26,26.png,twenty one,forty eighty,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,one eighty eighty,4,4,4,N/A,N/A,N/A
28,28.png,twenty four,hundred hundred,3,3,N/A,N/A,N/A,N/A
29,29.png,two hundred four,hundred one one,3,3,3,N/A,N/A,N/A
30,30.png,seventeen,three,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,forty eighty,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,eight hundred,4,4,N/A,N/A,N/A,N/A
33,33.png,three hundred five,one one one,3,3,3,N/A,N/A,N/A
34,34.png,forty seven,three hundred,4,4,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,eight hundred twenty,4,4,4,N/A,N/A,N/A
36,36.png,nineteen,sixty,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,one one eighty,3,3,3,N/A,N/A,N/A
38,38.png,sixteen,sixty,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,one eighty eighty,3,3,3,N/A,N/A,N/A
40,40.png,fifty three,forty hundred,4,4,N/A,N/A,N/A,N/A
41,41.png,eighty,sixty,3,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,sixty eighty eighty,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,one eighty eighty eighty,3,3,3,3,N/A,N/A
44,44.png,four hundred twelve,three three three,4,4,4,N/A,N/A,N/A
45,45.png,four hundred twenty one,hundred hundred hundred <end>,3,3,3,N/A,N/A,N/A
46,46.png,six,forty,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,three,4,N/A,N/A,N/A,N/A,N/A
