,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,<start> eight eight,3,3,N/A,N/A,N/A,N/A
1,1.png,two hundred sixty,<start> eight eight,4,4,N/A,N/A,N/A,N/A
2,2.png,one hundred,<start> eight,4,N/A,N/A,N/A,N/A,N/A
3,3.png,one thousand,sixty sixty,3,4,N/A,N/A,N/A,N/A
4,4.png,sixty seven,<start> eight,4,N/A,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,<start> eight eight,4,4,N/A,N/A,N/A,N/A
6,6.png,one thousand two,sixty sixty hundred,2,2,2,N/A,N/A,N/A
7,7.png,one thousand twenty,sixty sixty eight,4,4,4,N/A,N/A,N/A
8,8.png,twenty one,sixty eight,4,4,N/A,N/A,N/A,N/A
9,9.png,two hundred one,<start> eight eight,3,3,N/A,N/A,N/A,N/A
10,10.png,one hundred five,<start> eight eight,3,3,N/A,N/A,N/A,N/A
11,11.png,one hundred twenty five,<start> eight eight eight,4,4,4,N/A,N/A,N/A
12,12.png,three hundred five,sixty sixty eight,2,2,2,N/A,N/A,N/A
13,13.png,three hundred fifty,sixty sixty eight,4,4,4,N/A,N/A,N/A
14,14.png,forty two,<start> sixty,3,N/A,N/A,N/A,N/A,N/A
15,15.png,four hundred two,sixty sixty eight,2,2,2,N/A,N/A,N/A
16,16.png,five,<start>,N/A,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,<start>,N/A,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,sixty,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,<start> eight,4,N/A,N/A,N/A,N/A,N/A
20,20.png,two,<start>,N/A,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,<start>,N/A,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,<start> eight,4,N/A,N/A,N/A,N/A,N/A
23,23.png,four hundred five,<start> eight eight,2,2,N/A,N/A,N/A,N/A
24,24.png,sixty two,<start> eight,3,N/A,N/A,N/A,N/A,N/A
25,25.png,six hundred two,<start> eight hundred,2,2,N/A,N/A,N/A,N/A
26,26.png,twenty one,sixty eight,4,4,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,<start> eight eight,4,4,N/A,N/A,N/A,N/A
28,28.png,twenty four,<start> eight,4,N/A,N/A,N/A,N/A,N/A
29,29.png,two hundred four,<start> eight eight,4,4,N/A,N/A,N/A,N/A
30,30.png,seventeen,sixty,4,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,sixty eight,4,4,N/A,N/A,N/A,N/A
32,32.png,thirty five,sixty eight,3,3,N/A,N/A,N/A,N/A
33,33.png,three hundred five,sixty sixty eight,2,2,2,N/A,N/A,N/A
34,34.png,forty seven,sixty forty,3,4,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,<start> sixty eight,2,2,N/A,N/A,N/A,N/A
36,36.png,nineteen,<start>,N/A,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,sixty eight eight,4,4,4,N/A,N/A,N/A
38,38.png,sixteen,<start>,N/A,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,<start> eight eight,3,3,N/A,N/A,N/A,N/A
40,40.png,fifty three,<start> eight,4,N/A,N/A,N/A,N/A,N/A
41,41.png,eighty,<start>,N/A,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,<start> eight eight,2,2,N/A,N/A,N/A,N/A
43,43.png,two hundred sixty one,<start> eight eight eight,3,3,3,N/A,N/A,N/A
44,44.png,four hundred twelve,sixty sixty eight,2,2,2,N/A,N/A,N/A
45,45.png,four hundred twenty one,sixty eight eight eight,2,2,2,2,N/A,N/A
46,46.png,six,<start>,N/A,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,sixty,4,N/A,N/A,N/A,N/A,N/A
