,,Time_0,Time_1
seven,<pad>,7.304744e-05,3.057699e-07
seven,one,0.002012475,9.1535265e-05
seven,two,0.009267701,1.789116e-05
seven,three,0.00048136522,3.3209326e-06
seven,four,0.0009394297,2.1415242e-05
seven,five,0.0001354397,8.1325226e-07
seven,six,0.00014155755,2.9479534e-07
seven,seven,0.97531325,0.00015509466
seven,eight,0.00096539163,1.4955002e-06
seven,nine,0.00015745568,1.034865e-06
seven,ten,4.4035158e-05,8.4151816e-07
seven,eleven,3.5913177e-05,1.188577e-06
seven,twelve,3.3875556e-05,3.216455e-07
seven,thirteen,4.2397944e-05,2.778302e-06
seven,fourteen,0.0001978728,2.2502377e-06
seven,fifteen,0.00016533316,2.1362785e-06
seven,sixteen,7.8274796e-05,1.5111762e-06
seven,seventeen,4.155732e-05,9.616335e-07
seven,eighteen,2.3388435e-05,3.1375023e-07
seven,nineteen,0.0003688063,1.3114734e-06
seven,twenty,0.0046954607,6.173562e-06
seven,thirty,0.00012291252,1.6975436e-06
seven,forty,0.0002051863,1.7262815e-06
seven,fifty,2.2091563e-05,1.3743037e-06
seven,sixty,0.00012989817,4.663321e-06
seven,seventy,0.0018828855,3.2081745e-05
seven,eighty,0.00013361702,7.5704185e-07
seven,ninety,5.994027e-05,1.8031558e-06
seven,hundred,0.0004311437,7.741476e-06
seven,thousand,0.00019069097,4.236699e-06
seven,<unk>,5.7258876e-05,1.1974595e-06
seven,<start>,4.2216983e-05,5.048669e-07
seven,<end>,0.0015083468,0.999629
eighteen,<pad>,0.0040665264,1.4311264e-06
eighteen,one,0.020337682,5.7147394e-05
eighteen,two,0.017054258,1.5631917e-05
eighteen,three,0.0005991523,2.889797e-06
eighteen,four,0.0062317764,3.201398e-05
eighteen,five,0.002835216,1.1911237e-05
eighteen,six,0.10132451,1.2012618e-05
eighteen,seven,0.0073321383,9.124749e-06
eighteen,eight,0.49034274,4.475872e-05
eighteen,nine,0.10114414,3.1539028e-05
eighteen,ten,0.0014772707,1.6047662e-06
eighteen,eleven,0.0013836034,7.940833e-06
eighteen,twelve,0.00075906113,7.111633e-07
eighteen,thirteen,0.0009995158,9.322332e-06
eighteen,fourteen,0.00775442,9.958079e-06
eighteen,fifteen,0.0030411466,5.880895e-06
eighteen,sixteen,0.042027675,1.8698003e-05
eighteen,seventeen,0.0012365103,5.088583e-06
eighteen,eighteen,0.00068411377,1.5077527e-06
eighteen,nineteen,0.009382302,8.0847585e-06
eighteen,twenty,0.0016546178,2.3231623e-06
eighteen,thirty,0.000853656,7.7648765e-06
eighteen,forty,0.005906587,7.4124073e-06
eighteen,fifty,0.0010783516,6.902906e-06
eighteen,sixty,0.025586294,0.00016219185
eighteen,seventy,0.012742989,7.33736e-05
eighteen,eighty,0.09466964,1.3100176e-05
eighteen,ninety,0.0007354779,2.8411666e-06
eighteen,hundred,0.023238106,0.00037499898
eighteen,thousand,0.0027680227,2.771245e-05
eighteen,<unk>,0.0009982935,2.7186982e-06
eighteen,<start>,0.0004962774,8.031498e-07
eighteen,<end>,0.009257979,0.99903035
