,,Time_0,Time_1,Time_2,Time_3
twenty four,<pad>,0.032904156,0.030718153,0.029234855,
twenty four,one,0.03470436,0.03388889,0.033697747,
twenty four,two,0.021334898,0.021233339,0.021458862,
twenty four,three,0.02652327,0.026039138,0.025054513,
twenty four,four,0.025288863,0.029897977,0.03262375,
twenty four,five,0.030183543,0.02871022,0.028400345,
twenty four,six,0.030778037,0.029222783,0.029010365,
twenty four,seven,0.028028805,0.031556077,0.033126395,
twenty four,eight,0.03500222,0.032097258,0.030173916,
twenty four,nine,0.032419864,0.030657304,0.030366972,
twenty four,ten,0.03315942,0.030718476,0.029471893,
twenty four,eleven,0.0324321,0.035430517,0.036610525,
twenty four,twelve,0.031088652,0.028064067,0.026907703,
twenty four,thirteen,0.026725208,0.027232774,0.028067566,
twenty four,fourteen,0.037801124,0.03756693,0.036239497,
twenty four,fifteen,0.032421995,0.03496314,0.035630487,
twenty four,sixteen,0.021663958,0.021307494,0.021119922,
twenty four,seventeen,0.038949985,0.03905557,0.03864948,
twenty four,eighteen,0.03448799,0.030208025,0.027794002,
twenty four,nineteen,0.026510768,0.026672745,0.026200976,
twenty four,twenty,0.03329032,0.033300977,0.03330419,
twenty four,thirty,0.020283537,0.022386778,0.023603568,
twenty four,forty,0.032362215,0.033702366,0.034022145,
twenty four,fifty,0.022254173,0.024715705,0.026204977,
twenty four,sixty,0.026987081,0.027435396,0.027700683,
twenty four,seventy,0.03182096,0.027864093,0.026825557,
twenty four,eighty,0.03625793,0.036826316,0.03601196,
twenty four,ninety,0.028765108,0.026387256,0.02550473,
twenty four,hundred,0.026271004,0.026188465,0.026279775,
twenty four,thousand,0.03433989,0.035531055,0.036182135,
twenty four,<unk>,0.039900325,0.0445624,0.048204508,
twenty four,<start>,0.026785595,0.028616583,0.029797005,
twenty four,<end>,0.028272606,0.027241843,0.026518963,
two hundred four,<pad>,0.03181991,0.03011179,0.028971564,0.028207306
two hundred four,one,0.031464282,0.032208472,0.0325774,0.032928243
two hundred four,two,0.024958132,0.024098545,0.023979958,0.024027979
two hundred four,three,0.026152544,0.024664363,0.02376745,0.023259144
two hundred four,four,0.026159646,0.030832719,0.033893798,0.035835717
two hundred four,five,0.029850265,0.02965323,0.029314643,0.028856823
two hundred four,six,0.03322295,0.030865509,0.030060386,0.029826386
two hundred four,seven,0.02762604,0.029454403,0.030183302,0.03064541
two hundred four,eight,0.035753705,0.033697497,0.03219243,0.03129121
two hundred four,nine,0.03013716,0.027674368,0.026978692,0.026778318
two hundred four,ten,0.034624428,0.031781282,0.030430418,0.029588642
two hundred four,eleven,0.033461962,0.034810007,0.03511762,0.03503083
two hundred four,twelve,0.03261142,0.030785594,0.02970844,0.029111223
two hundred four,thirteen,0.028175592,0.027875494,0.02817844,0.028463513
two hundred four,fourteen,0.035057332,0.03398933,0.032571785,0.031533483
two hundred four,fifteen,0.03548572,0.037039917,0.037594814,0.037885442
two hundred four,sixteen,0.023645595,0.024600212,0.0248566,0.02486759
two hundred four,seventeen,0.035899404,0.038756423,0.03990148,0.040349998
two hundred four,eighteen,0.029991338,0.02747047,0.026022363,0.025274672
two hundred four,nineteen,0.026759833,0.027920831,0.028126601,0.028135791
two hundred four,twenty,0.03167674,0.031444497,0.031280674,0.031023575
two hundred four,thirty,0.021873353,0.02389985,0.024950117,0.025550004
two hundred four,forty,0.03256664,0.033185568,0.03329314,0.033233374
two hundred four,fifty,0.023213016,0.025685001,0.027230931,0.028028373
two hundred four,sixty,0.027644534,0.027180444,0.02691075,0.026777223
two hundred four,seventy,0.030888319,0.027831934,0.026862042,0.02671951
two hundred four,eighty,0.033023614,0.034551743,0.0344416,0.034016542
two hundred four,ninety,0.028270738,0.026730018,0.026318034,0.026274413
two hundred four,hundred,0.028843962,0.027888203,0.027533436,0.027432686
two hundred four,thousand,0.03442854,0.034237713,0.034225795,0.034154218
two hundred four,<unk>,0.03804295,0.04144973,0.04411284,0.04587341
two hundred four,<start>,0.030949634,0.031717204,0.03251893,0.033277538
two hundred four,<end>,0.025720833,0.025907509,0.025893489,0.025741296
