,,Time_0,Time_1,Time_2
seventeen,<pad>,0.03443532,0.034836713,
seventeen,one,0.029013693,0.03100283,
seventeen,two,0.024858283,0.025352148,
seventeen,three,0.035396412,0.035605382,
seventeen,four,0.026037041,0.022771113,
seventeen,five,0.026191168,0.027249701,
seventeen,six,0.032233823,0.029949559,
seventeen,seven,0.03583516,0.035073567,
seventeen,eight,0.02996211,0.026914757,
seventeen,nine,0.031883158,0.036900766,
seventeen,ten,0.032091353,0.035181716,
seventeen,eleven,0.029389549,0.035055414,
seventeen,twelve,0.033339087,0.03254042,
seventeen,thirteen,0.026372606,0.02662616,
seventeen,fourteen,0.035658453,0.038803145,
seventeen,fifteen,0.020554215,0.018596677,
seventeen,sixteen,0.03315215,0.03296038,
seventeen,seventeen,0.034226637,0.031990804,
seventeen,eighteen,0.033245027,0.03499984,
seventeen,nineteen,0.02662374,0.029502526,
seventeen,twenty,0.032995272,0.033673782,
seventeen,thirty,0.02751127,0.026960243,
seventeen,forty,0.029643942,0.026226247,
seventeen,fifty,0.02713406,0.026154425,
seventeen,sixty,0.028299179,0.024195137,
seventeen,seventy,0.023702174,0.027581058,
seventeen,eighty,0.035777193,0.03435961,
seventeen,ninety,0.027681729,0.028166179,
seventeen,hundred,0.028895339,0.02973102,
seventeen,thousand,0.029422615,0.029971944,
seventeen,<unk>,0.030697927,0.026774822,
seventeen,<start>,0.037495393,0.03695821,
seventeen,<end>,0.03024487,0.027333787,
twenty eight,<pad>,0.030494194,0.03156331,0.03156435
twenty eight,one,0.03128813,0.032090046,0.0321147
twenty eight,two,0.023972964,0.025006762,0.02589634
twenty eight,three,0.032062974,0.032566056,0.03297673
twenty eight,four,0.032184,0.027850743,0.02614859
twenty eight,five,0.02742089,0.02898883,0.030000001
twenty eight,six,0.035241075,0.03837193,0.039536584
twenty eight,seven,0.032819647,0.03276059,0.031861566
twenty eight,eight,0.030235818,0.02692653,0.025445743
twenty eight,nine,0.02521606,0.028129108,0.029761283
twenty eight,ten,0.034732424,0.034712546,0.0352018
twenty eight,eleven,0.032405972,0.03422665,0.034504868
twenty eight,twelve,0.030724743,0.028730169,0.027727533
twenty eight,thirteen,0.030070897,0.03194463,0.032733325
twenty eight,fourteen,0.03159797,0.035955805,0.039009217
twenty eight,fifteen,0.022193307,0.020567557,0.019745817
twenty eight,sixteen,0.032792315,0.032042075,0.032073528
twenty eight,seventeen,0.032147236,0.028210612,0.02675136
twenty eight,eighteen,0.030298397,0.03184396,0.032909837
twenty eight,nineteen,0.03019185,0.031074088,0.030980397
twenty eight,twenty,0.028241534,0.028370177,0.02779708
twenty eight,thirty,0.021897553,0.0235793,0.024334034
twenty eight,forty,0.0248198,0.02483751,0.024813995
twenty eight,fifty,0.03200786,0.031295862,0.030439643
twenty eight,sixty,0.029909967,0.0264309,0.024189683
twenty eight,seventy,0.020707058,0.022710767,0.023879917
twenty eight,eighty,0.04078171,0.040980116,0.040799454
twenty eight,ninety,0.03150997,0.03404859,0.03554675
twenty eight,hundred,0.027607674,0.02946414,0.030106492
twenty eight,thousand,0.028945865,0.031071452,0.03196001
twenty eight,<unk>,0.032587986,0.030192781,0.02913788
twenty eight,<start>,0.039720155,0.033594567,0.030817814
twenty eight,<end>,0.033172045,0.029861975,0.029233757
