,,Time_0,Time_1,Time_2
seventeen,<pad>,0.027568731,0.02506142,
seventeen,one,0.031067487,0.027704446,
seventeen,two,0.021045158,0.024467794,
seventeen,three,0.029961858,0.028160606,
seventeen,four,0.031213682,0.03469529,
seventeen,five,0.02667481,0.024644244,
seventeen,six,0.028219452,0.03289569,
seventeen,seven,0.033047933,0.032713525,
seventeen,eight,0.025949288,0.023392728,
seventeen,nine,0.023613954,0.024650756,
seventeen,ten,0.03106202,0.028680189,
seventeen,eleven,0.04034867,0.036859415,
seventeen,twelve,0.029130694,0.030448666,
seventeen,thirteen,0.02172864,0.021093797,
seventeen,fourteen,0.023489252,0.025397746,
seventeen,fifteen,0.034677535,0.033133674,
seventeen,sixteen,0.03448076,0.032953333,
seventeen,seventeen,0.026398836,0.028883543,
seventeen,eighteen,0.032225333,0.031972136,
seventeen,nineteen,0.037209455,0.036248896,
seventeen,twenty,0.026861154,0.028993398,
seventeen,thirty,0.03462448,0.034945257,
seventeen,forty,0.03602347,0.036628492,
seventeen,fifty,0.014680847,0.016763665,
seventeen,sixty,0.029089069,0.033565756,
seventeen,seventy,0.033591557,0.031156212,
seventeen,eighty,0.036127046,0.037309855,
seventeen,ninety,0.03458769,0.03542352,
seventeen,hundred,0.02728618,0.025359036,
seventeen,thousand,0.031648632,0.030763954,
seventeen,<unk>,0.038383782,0.03387983,
seventeen,<start>,0.037862353,0.03898165,
seventeen,<end>,0.030120287,0.032171406,
twenty eight,<pad>,0.026836568,0.02622086,0.025898121
twenty eight,one,0.028995628,0.029843336,0.030296316
twenty eight,two,0.022741204,0.027025953,0.029337466
twenty eight,three,0.03255125,0.029364735,0.028532593
twenty eight,four,0.031106088,0.030276177,0.029813068
twenty eight,five,0.028687632,0.027386451,0.027294166
twenty eight,six,0.028972272,0.03195232,0.03345583
twenty eight,seven,0.034786087,0.032138184,0.030672288
twenty eight,eight,0.03295178,0.033544477,0.034351677
twenty eight,nine,0.025954217,0.027444908,0.028230283
twenty eight,ten,0.028549055,0.029141864,0.029181266
twenty eight,eleven,0.033684812,0.030412937,0.028525822
twenty eight,twelve,0.022910288,0.02744826,0.030580642
twenty eight,thirteen,0.024699984,0.024577364,0.024226809
twenty eight,fourteen,0.025340645,0.025240606,0.025495809
twenty eight,fifteen,0.030236952,0.029909898,0.02958988
twenty eight,sixteen,0.027321843,0.026597094,0.026475709
twenty eight,seventeen,0.028359365,0.02833753,0.028131124
twenty eight,eighteen,0.028327843,0.029687477,0.029834574
twenty eight,nineteen,0.03839492,0.036770295,0.03610759
twenty eight,twenty,0.03152166,0.03025886,0.029430974
twenty eight,thirty,0.032486282,0.034987725,0.035921894
twenty eight,forty,0.03514441,0.034052067,0.03314723
twenty eight,fifty,0.018793467,0.01928316,0.019808952
twenty eight,sixty,0.028800532,0.035427194,0.0387724
twenty eight,seventy,0.034814402,0.033305503,0.031572476
twenty eight,eighty,0.033580974,0.032833893,0.031954043
twenty eight,ninety,0.035661932,0.037668593,0.037980102
twenty eight,hundred,0.022525432,0.019811654,0.018820543
twenty eight,thousand,0.03693282,0.034416504,0.033307143
twenty eight,<unk>,0.037083324,0.036325578,0.03575795
twenty eight,<start>,0.037885346,0.036808763,0.03700358
twenty eight,<end>,0.03336085,0.031499814,0.030491652
