,,Time_0,Time_1
one,<pad>,0.03688663,0.03312162
one,one,0.02533538,0.02630867
one,two,0.025749538,0.024331607
one,three,0.027847936,0.026045276
one,four,0.025879433,0.026068978
one,five,0.029597396,0.029679958
one,six,0.026649224,0.028029958
one,seven,0.029485896,0.03017143
one,eight,0.036047317,0.039376356
one,nine,0.029866226,0.027945833
one,ten,0.040926684,0.040633544
one,eleven,0.027047846,0.027669989
one,twelve,0.040658593,0.040463414
one,thirteen,0.033297192,0.03607787
one,fourteen,0.03205955,0.031602137
one,fifteen,0.029802455,0.028700368
one,sixteen,0.030694012,0.029644584
one,seventeen,0.028282195,0.02789897
one,eighteen,0.023873784,0.025866216
one,nineteen,0.03191196,0.031058753
one,twenty,0.03712318,0.038308956
one,thirty,0.02575598,0.0241748
one,forty,0.028551355,0.026987895
one,fifty,0.02959982,0.029170386
one,sixty,0.02998838,0.028303025
one,seventy,0.039120622,0.03836537
one,eighty,0.02742942,0.02838808
one,ninety,0.033492927,0.03222545
one,hundred,0.027157638,0.029606052
one,thousand,0.029536337,0.03155456
one,<unk>,0.025523333,0.026613498
one,<start>,0.028579747,0.028806776
one,<end>,0.026241934,0.026799552
nine,<pad>,0.03884546,0.034167685
nine,one,0.0281043,0.030343775
nine,two,0.02478234,0.021206269
nine,three,0.023989728,0.024441522
nine,four,0.023379302,0.021659927
nine,five,0.024512852,0.025167378
nine,six,0.02490702,0.024872009
nine,seven,0.023833686,0.02553019
nine,eight,0.041363616,0.04259619
nine,nine,0.030971501,0.03105779
nine,ten,0.035177413,0.032785807
nine,eleven,0.027997326,0.028898444
nine,twelve,0.036614694,0.03785063
nine,thirteen,0.037221733,0.041633837
nine,fourteen,0.037049495,0.036636896
nine,fifteen,0.034123838,0.034038868
nine,sixteen,0.02882628,0.025419423
nine,seventeen,0.027885728,0.029035946
nine,eighteen,0.03083616,0.033492956
nine,nineteen,0.024128942,0.024581136
nine,twenty,0.0355575,0.03813527
nine,thirty,0.027797172,0.02908045
nine,forty,0.027826928,0.025440995
nine,fifty,0.026525065,0.025889637
nine,sixty,0.029633801,0.027192747
nine,seventy,0.039934777,0.04193384
nine,eighty,0.031426173,0.02994781
nine,ninety,0.03882426,0.03489893
nine,hundred,0.026580375,0.029754395
nine,thousand,0.027883431,0.030213157
nine,<unk>,0.026283802,0.024731966
nine,<start>,0.03189111,0.031527933
nine,<end>,0.025284246,0.025836192
