,,Time_0,Time_1
two,<pad>,0.0002826938,2.5836337e-06
two,one,0.03168907,4.1657393e-05
two,two,0.92110276,0.00019761236
two,three,0.006202513,7.802121e-06
two,four,0.00030644445,5.7232637e-06
two,five,0.00084191177,7.0930746e-06
two,six,0.0032555766,6.034034e-06
two,seven,0.0051216707,1.4201939e-05
two,eight,0.0056543993,6.068654e-06
two,nine,0.0010934531,2.343576e-06
two,ten,5.8038782e-05,2.384301e-06
two,eleven,6.6524466e-05,1.3630735e-06
two,twelve,0.00019025011,1.0895927e-06
two,thirteen,7.01246e-05,2.4556693e-06
two,fourteen,0.00045818568,2.640563e-06
two,fifteen,0.0017872881,8.286423e-06
two,sixteen,0.00053414755,3.2315354e-06
two,seventeen,0.00055931584,3.3543486e-06
two,eighteen,0.00022045251,1.8880127e-06
two,nineteen,0.0023376571,4.0304576e-06
two,twenty,0.0035279668,8.721727e-06
two,thirty,0.00052565895,6.285134e-06
two,forty,0.0036505663,1.6829279e-05
two,fifty,5.6475004e-05,4.2688703e-06
two,sixty,0.0002998514,1.6117589e-05
two,seventy,0.0036706817,1.6791508e-05
two,eighty,0.001956035,4.3827126e-06
two,ninety,0.0003313785,1.4473741e-06
two,hundred,0.00012723538,2.23999e-05
two,thousand,0.00072524574,2.9106242e-05
two,<unk>,8.797398e-05,1.2862438e-06
two,<start>,5.6969428e-05,2.0888988e-06
two,<end>,0.0031513504,0.99954826
eight,<pad>,0.00022857219,7.425138e-06
eight,one,0.0012979615,4.783815e-05
eight,two,0.009688103,0.0001072244
eight,three,0.0010088065,2.8495348e-05
eight,four,0.0024022744,7.945832e-05
eight,five,0.0007173875,3.1491763e-05
eight,six,0.020155882,0.00012306886
eight,seven,0.002037534,5.608555e-05
eight,eight,0.89405996,0.0005736881
eight,nine,0.022864256,5.831563e-05
eight,ten,5.57991e-05,9.3256085e-06
eight,eleven,5.4567838e-05,4.2803945e-06
eight,twelve,0.00036712427,1.7741793e-05
eight,thirteen,0.00012500594,1.741507e-05
eight,fourteen,0.00043374323,1.4684735e-05
eight,fifteen,0.0004192905,2.1355794e-05
eight,sixteen,0.0058321357,5.5249475e-05
eight,seventeen,0.0006063197,1.3058121e-05
eight,eighteen,0.00034187824,1.4460971e-05
eight,nineteen,0.0020059156,2.3976823e-05
eight,twenty,0.0008573983,4.0978633e-05
eight,thirty,0.00048701093,5.040698e-05
eight,forty,0.0011681921,6.726429e-05
eight,fifty,4.8420465e-05,1.8033496e-05
eight,sixty,0.0023923076,0.0002957183
eight,seventy,0.0015629767,7.5969474e-05
eight,eighty,0.022567928,0.00013998429
eight,ninety,0.00024410705,6.817362e-06
eight,hundred,0.0013591419,0.00080353976
eight,thousand,0.00043291136,0.00013578589
eight,<unk>,0.00019090092,7.762606e-06
eight,<start>,0.00011414248,1.1569285e-05
eight,<end>,0.003871778,0.9970414
