,,Time_0,Time_1
seven,<pad>,0.030940875,0.030101752
seven,one,0.028543403,0.030302767
seven,two,0.032457147,0.031038437
seven,three,0.027822029,0.027444398
seven,four,0.028558198,0.026136244
seven,five,0.031843714,0.034624122
seven,six,0.03427143,0.03491264
seven,seven,0.024858503,0.022986
seven,eight,0.031191792,0.03063075
seven,nine,0.024169127,0.02752906
seven,ten,0.023984363,0.022603316
seven,eleven,0.03427626,0.039307702
seven,twelve,0.036936417,0.041621573
seven,thirteen,0.030948967,0.031539734
seven,fourteen,0.030769454,0.029692488
seven,fifteen,0.037304737,0.033964075
seven,sixteen,0.032985903,0.032755625
seven,seventeen,0.026008118,0.02976508
seven,eighteen,0.030461285,0.026741095
seven,nineteen,0.029643638,0.027399788
seven,twenty,0.027942251,0.02765116
seven,thirty,0.030775813,0.03119045
seven,forty,0.026078545,0.023863228
seven,fifty,0.029047435,0.029599644
seven,sixty,0.025990382,0.024090415
seven,seventy,0.034417715,0.029462654
seven,eighty,0.027931431,0.03159291
seven,ninety,0.027476536,0.029131941
seven,hundred,0.036388557,0.036242597
seven,thousand,0.02879161,0.03153714
seven,<unk>,0.032666497,0.033879865
seven,<start>,0.031778254,0.032279916
seven,<end>,0.032739617,0.028381433
eighteen,<pad>,0.03220522,0.029791612
eighteen,one,0.027687158,0.029361762
eighteen,two,0.027874526,0.026241453
eighteen,three,0.030364286,0.028181028
eighteen,four,0.02875927,0.025779154
eighteen,five,0.032888543,0.037072755
eighteen,six,0.030281823,0.031164218
eighteen,seven,0.026170926,0.023355313
eighteen,eight,0.029892635,0.02843635
eighteen,nine,0.028604524,0.030265443
eighteen,ten,0.023426406,0.021246009
eighteen,eleven,0.03583947,0.039661355
eighteen,twelve,0.03645781,0.039493058
eighteen,thirteen,0.034101613,0.0334762
eighteen,fourteen,0.036484066,0.035801057
eighteen,fifteen,0.03910565,0.037280302
eighteen,sixteen,0.030359853,0.032693025
eighteen,seventeen,0.025558792,0.030339686
eighteen,eighteen,0.028465696,0.025065813
eighteen,nineteen,0.025511373,0.023509769
eighteen,twenty,0.028129382,0.02747162
eighteen,thirty,0.029759798,0.030503506
eighteen,forty,0.021274537,0.020368228
eighteen,fifty,0.02630213,0.026315149
eighteen,sixty,0.026180027,0.024596063
eighteen,seventy,0.04100696,0.03593631
eighteen,eighty,0.031133052,0.038220067
eighteen,ninety,0.02563982,0.028517837
eighteen,hundred,0.03735776,0.03549113
eighteen,thousand,0.026649617,0.029533107
eighteen,<unk>,0.032004256,0.033113625
eighteen,<start>,0.03325386,0.03295203
eighteen,<end>,0.03126914,0.028765883
