,,Time_0,Time_1
five,<pad>,0.032769307,0.032225765
five,one,0.033985827,0.030316297
five,two,0.034029838,0.035971735
five,three,0.02548431,0.024536122
five,four,0.040720616,0.04032914
five,five,0.031150285,0.031664144
five,six,0.027910529,0.03173553
five,seven,0.030798208,0.03052194
five,eight,0.027192146,0.028642787
five,nine,0.026686886,0.027421473
five,ten,0.031807125,0.03338776
five,eleven,0.028948681,0.023237504
five,twelve,0.041503694,0.042880032
five,thirteen,0.02712916,0.026954997
five,fourteen,0.024175145,0.026707124
five,fifteen,0.03541438,0.035440546
five,sixteen,0.030755673,0.03028206
five,seventeen,0.03737632,0.034963336
five,eighteen,0.02566293,0.026249014
five,nineteen,0.02789328,0.026392426
five,twenty,0.0336342,0.037048727
five,thirty,0.03453621,0.03310507
five,forty,0.024235765,0.021295704
five,fifty,0.023436742,0.025186852
five,sixty,0.032029644,0.027161084
five,seventy,0.029647194,0.032265317
five,eighty,0.026549578,0.028443856
five,ninety,0.03079727,0.032899056
five,hundred,0.030922294,0.030656131
five,thousand,0.020203639,0.018910395
five,<unk>,0.028317226,0.029734679
five,<start>,0.031045446,0.029350022
five,<end>,0.033250455,0.034083314
fifteen,<pad>,0.030171424,0.032993343
fifteen,one,0.032618593,0.029125838
fifteen,two,0.03298741,0.03522753
fifteen,three,0.02476731,0.026109725
fifteen,four,0.043017957,0.043778326
fifteen,five,0.0289996,0.03058238
fifteen,six,0.029816708,0.0323898
fifteen,seven,0.030036274,0.030084306
fifteen,eight,0.027047448,0.026953392
fifteen,nine,0.026634641,0.027028985
fifteen,ten,0.03560957,0.036480993
fifteen,eleven,0.028008182,0.024374275
fifteen,twelve,0.038067613,0.03726897
fifteen,thirteen,0.027081724,0.027315384
fifteen,fourteen,0.022114677,0.02381378
fifteen,fifteen,0.036521066,0.036435306
fifteen,sixteen,0.030455215,0.028759925
fifteen,seventeen,0.036204454,0.03408046
fifteen,eighteen,0.024659874,0.025130136
fifteen,nineteen,0.028728593,0.027445445
fifteen,twenty,0.03928577,0.040509067
fifteen,thirty,0.035201102,0.03490002
fifteen,forty,0.025679342,0.023577347
fifteen,fifty,0.025612554,0.026216349
fifteen,sixty,0.035307813,0.028981784
fifteen,seventy,0.029626613,0.031181639
fifteen,eighty,0.028606704,0.029387144
fifteen,ninety,0.028681194,0.03120453
fifteen,hundred,0.030870274,0.029109968
fifteen,thousand,0.019736264,0.019164873
fifteen,<unk>,0.026520627,0.028893365
fifteen,<start>,0.03291038,0.032236677
fifteen,<end>,0.028413134,0.029258939
