,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,thirteen thirteen,14,1.png,eight hundred seven,thirteen thirteen thirteen,20,1
1,sixty four,2.png,thirteen thirteen,13,3.png,six hundred four,thirteen thirteen <pad>,19,1
2,eighty five,4.png,thirteen thirteen,13,5.png,eight hundred fifty,thirteen thirteen thirteen,20,1
3,thirty six,6.png,thirteen thirteen,10,7.png,three hundred six,thirteen <pad> <pad>,14,1
4,twelve,8.png,thirty,5,9.png,twenty two,thirteen thirteen,14,1
5,four hundred,10.png,thirteen thirteen,13,11.png,four thousand,thirty thirty,11,0
6,seventy six,12.png,thirteen thirteen,14,13.png,seven hundred sixty,thirteen thirteen thirteen,21,1
7,thirty one,14.png,thirteen seven,7,15.png,three hundred one,thirteen thirteen <pad>,16,1
8,eighty nine,16.png,thirteen thirteen,13,17.png,eight hundred nine,thirteen thirteen two,17,1
9,three hundred seven,18.png,thirteen thirteen thirteen,15,19.png,three hundred sixty seven,thirteen thirteen thirteen <pad>,21,1
10,thirteen,20.png,thirty,3,21.png,forty two,thirty thirty,8,1
11,five hundred eight,22.png,thirteen thirteen two,17,23.png,five hundred eighty,thirteen thirteen two,17,0
12,two thousand three,24.png,thirteen thirteen two,16,25.png,two thousand thirty,thirteen thirteen two,16,0
13,three hundred six,26.png,thirteen <pad> <pad>,13,27.png,three hundred sixty,thirteen <pad> <pad>,13,0
14,seven,28.png,ninety,5,29.png,eighteen,thirteen,6,1
15,five,30.png,thirteen,6,31.png,eight,thirteen,6,0
16,five hundred,32.png,thirteen <pad>,12,33.png,five thousand,thirty thirty,11,0
17,thirty six,34.png,thirteen thirteen,10,35.png,five hundred nine,thirteen <pad> <pad>,14,1
18,forty two,36.png,thirty thirty,8,37.png,four hundred twenty,thirteen thirteen thirteen,22,1
19,twenty seven,38.png,thirteen thirteen,11,39.png,two hundred seven,thirteen thirteen thirteen,19,1
20,six hundred eight,40.png,thirteen thirteen two,17,41.png,six hundred fifty eight,thirteen thirteen thirteen two,23,1
21,seventeen,42.png,thirty,8,43.png,twenty eight,thirteen thirteen,11,1
22,five hundred sixty seven,44.png,thirteen thirteen thirteen <pad>,23,45.png,five hundred seventy six,thirteen thirteen thirteen thirteen,24,1
23,one,46.png,ninety,4,47.png,nine,thirteen,7,1
