,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eleven ninety sixty,13,1.png,two hundred sixty,eleven ninety sixty,13,0
1,one hundred,2.png,eleven sixty,11,3.png,one thousand,eleven forty,10,0
2,sixty seven,4.png,eleven three,10,5.png,six hundred seventy,eleven ninety seventeen,14,1
3,one thousand two,6.png,eleven forty forty,16,7.png,one thousand twenty,eleven one one,13,0
4,twenty one,8.png,eighty forty,8,9.png,two hundred one,eleven sixty sixty,13,1
5,one hundred five,10.png,forty forty forty,14,11.png,one hundred twenty five,forty forty forty forty,18,1
6,three hundred five,12.png,forty forty forty,14,13.png,three hundred fifty,eleven forty sixty,15,1
7,forty two,14.png,forty forty,5,15.png,four hundred two,forty forty forty,9,1
8,five,16.png,eleven,4,17.png,fifteen,eleven,4,0
9,eleven,18.png,eighty,5,19.png,twenty four,forty forty,11,1
10,two,20.png,eighty,6,21.png,eight,eleven,6,0
11,twenty five,22.png,three forty,9,23.png,four hundred five,forty forty forty,12,1
12,sixty two,24.png,eleven one,9,25.png,six hundred two,eleven ninety sixty,15,1
13,twenty one,26.png,eighty forty,8,27.png,two hundred ten,eleven ninety ninety,13,1
14,twenty four,28.png,forty forty,7,29.png,two hundred four,eleven forty forty,11,1
15,seventeen,30.png,eighty,7,31.png,twenty one,eighty forty,11,1
16,thirty five,32.png,eleven sixty,10,33.png,three hundred five,forty forty forty,11,1
17,forty seven,34.png,eighty forty,9,35.png,four hundred seventy,seventeen forty forty,15,1
18,nineteen,36.png,eleven,5,37.png,one hundred nine,eleven one one,11,1
19,sixteen,38.png,eleven,5,39.png,one hundred six,eleven one one,11,1
20,fifty three,40.png,eleven sixty,11,41.png,eighty,eleven,10,0
21,two hundred sixteen,42.png,eleven ninety ninety,16,43.png,two hundred sixty one,eleven ninety one one,18,1
22,four hundred twelve,44.png,seventeen forty forty,19,45.png,four hundred twenty one,forty forty forty forty,18,0
23,six,46.png,eleven,6,47.png,thirteen,eleven,6,0
