,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,ninety thirty,1.png,eight hundred and seven,ninety <end> <end> <end>,True,78,807,120,N/A
1,sixty four,2.png,seven seven,3.png,six hundred and four,ninety <end> <end> <end>,False,64,604,14,N/A
2,eighty five,4.png,three seven,5.png,eight hundred and fifty,ninety three five five,False,85,850,10,103
3,thirty six,6.png,seven seven,7.png,three hundred and six,three <end> <end> <end>,True,36,306,14,N/A
4,twelve,8.png,<end>,9.png,twenty two,sixty <end>,False,12,22,N/A,N/A
5,four hundred,10.png,ninety <end>,11.png,four thousand,ninety <end>,False,400,4000,N/A,N/A
6,seventy six,12.png,ninety thirty,13.png,seven hundred and sixty,ninety <end> <end> <end>,True,76,760,120,N/A
7,thirty one,14.png,ninety <end>,15.png,three hundred and one,sixty <end> <end> <end>,True,31,301,N/A,N/A
8,eighty nine,16.png,three seven,17.png,eight hundred and nine,ninety three three three,True,89,809,10,99
9,three hundred and seven,18.png,sixty <end> <end> <end>,19.png,three hundred and sixty seven,<end> <end> <end> <end> <end>,False,307,367,N/A,N/A
10,thirteen,20.png,ninety,21.png,forty two,<end> <end>,False,13,42,90,N/A
11,five hundred and eight,22.png,three three three five,23.png,five hundred and eighty,three three three five,True,508,580,14,14
12,two thousand and three,24.png,ninety <end> <end> <end>,25.png,two thousand and thirty,ninety sixty sixty sixty,False,2003,2030,N/A,270
13,three hundred and six,26.png,three <end> <end> <end>,27.png,three hundred and sixty,<end> <end> <end> <end>,False,306,360,N/A,N/A
14,seven,28.png,thirty,29.png,eighteen,ninety,False,7,18,30,90
15,five,30.png,seven,31.png,eight,seven,True,5,8,7,7
16,five hundred,32.png,ninety three,33.png,five thousand,ninety <end>,False,500,5000,93,N/A
17,thirty six,34.png,seven seven,35.png,five hundred and nine,three three <end> five,False,36,509,14,N/A
18,forty two,36.png,<end> <end>,37.png,four hundred and twenty,sixty <end> <end> <end>,False,42,420,N/A,N/A
19,twenty seven,38.png,sixty <end>,39.png,two hundred and seven,ninety <end> <end> <end>,True,27,207,N/A,N/A
20,six hundred and eight,40.png,ninety three three five,41.png,six hundred and fifty eight,ninety three three five five,True,608,658,101,106
21,seventeen,42.png,ninety,43.png,twenty eight,seven seven,False,17,28,90,14
22,five hundred and sixty seven,44.png,ninety <end> <end> <end> <end>,45.png,five hundred and seventy six,<end> <end> five five one,False,567,576,N/A,N/A
23,one,46.png,ninety,47.png,nine,seven,True,1,9,90,7
