,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,three three thirty,1.png,two hundred sixty,two three three,False,0,0,0,0
1,one hundred,2.png,two three,3.png,one thousand,three thirty,True,0,0,0,0
2,sixty seven,4.png,nine nine,5.png,six hundred seventy,two two eight,True,0,0,0,0
3,one thousand two,6.png,three three thirty,7.png,one thousand twenty,three three thirty,False,0,0,0,0
4,twenty one,8.png,nine nine,9.png,two hundred one,three three three,True,0,0,0,0
5,one hundred five,10.png,nine three thirty,11.png,one hundred twenty five,nine three eight eight,True,0,0,0,0
6,three hundred five,12.png,nine nine nine,13.png,three hundred fifty,nine nine nine,False,0,0,0,0
7,forty two,14.png,nine nine,15.png,four hundred two,nine nine eight,False,0,0,0,0
8,five,16.png,nine,17.png,fifteen,nine,True,0,0,0,0
9,eleven,18.png,nine,19.png,twenty four,nine nine,True,0,0,0,0
10,two,20.png,three,21.png,eight,three,True,0,0,0,0
11,twenty five,22.png,nine nine,23.png,four hundred five,nine nine thirty,True,0,0,0,0
12,sixty two,24.png,nine three,25.png,six hundred two,sixty three thirty,True,0,0,0,0
13,twenty one,26.png,nine nine,27.png,two hundred ten,two two eight,True,0,0,0,0
14,twenty four,28.png,nine nine,29.png,two hundred four,nine three thirty,True,0,0,0,0
15,seventeen,30.png,nine,31.png,twenty one,nine nine,True,0,0,0,0
16,thirty five,32.png,nine nine,33.png,three hundred five,nine nine nine,False,0,0,0,0
17,forty seven,34.png,nine nine,35.png,four hundred seventy,nine nine eight,False,0,0,0,0
18,nineteen,36.png,nine,37.png,one hundred nine,nine nine thirty,True,0,0,0,0
19,sixteen,38.png,nine,39.png,one hundred six,two three thirty,False,0,0,0,0
20,fifty three,40.png,nine nine,41.png,eighty,three,False,0,0,0,0
21,two hundred sixteen,42.png,two two eight,43.png,two hundred sixty one,nine three three three,True,0,0,0,0
22,four hundred twelve,44.png,nine nine eight,45.png,four hundred twenty one,nine twenty twenty twenty,True,0,0,0,0
23,six,46.png,three,47.png,thirteen,nine,False,0,0,0,0
