,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,ninety ninety seventeen,19,1.png,two hundred sixty,ninety ninety seventeen,19,0
1,one hundred,2.png,ninety seventeen,11,3.png,one thousand,ninety ninety,9,0
2,sixty seven,4.png,ninety seventeen,7,5.png,six hundred seventy,ninety seventeen seventeen,17,1
3,one thousand two,6.png,ninety ninety ninety,16,7.png,one thousand twenty,ninety ninety ninety,16,0
4,twenty one,8.png,ninety ninety,8,9.png,two hundred one,ninety seventeen seventeen,19,1
5,one hundred five,10.png,ninety seventeen seventeen,18,11.png,one hundred twenty five,ninety seventeen seventeen seventeen,28,1
6,three hundred five,12.png,ninety seventeen seventeen,19,13.png,three hundred fifty,ninety seventeen seventeen,19,0
7,forty two,14.png,ninety ninety,10,15.png,four hundred two,ninety ninety ninety,16,1
8,five,16.png,ninety,4,17.png,fifteen,ninety,4,0
9,eleven,18.png,ninety,6,19.png,twenty four,ninety ninety,11,1
10,two,20.png,ninety,6,21.png,eight,ninety,6,0
11,twenty five,22.png,ninety seventeen,11,23.png,four hundred five,ninety ninety ninety,13,1
12,sixty two,24.png,ninety seventeen,11,25.png,six hundred two,ninety ninety seventeen,18,1
13,twenty one,26.png,ninety ninety,8,27.png,two hundred ten,ninety seventeen seventeen,19,1
14,twenty four,28.png,ninety ninety,10,29.png,two hundred four,ninety ninety ninety,15,1
15,seventeen,30.png,ninety,7,31.png,twenty one,ninety ninety,10,1
16,thirty five,32.png,ninety seventeen,11,33.png,three hundred five,ninety seventeen seventeen,21,1
17,forty seven,34.png,ninety ninety,9,35.png,four hundred seventy,ninety ninety ninety,15,1
18,nineteen,36.png,ninety,3,37.png,one hundred nine,ninety seventeen seventeen,18,1
19,sixteen,38.png,ninety,5,39.png,one hundred six,ninety seventeen seventeen,21,1
20,fifty three,40.png,ninety seventeen,10,41.png,eighty,ninety,9,0
21,two hundred sixteen,42.png,ninety seventeen seventeen,17,43.png,two hundred sixty one,ninety seventeen seventeen seventeen,26,1
22,four hundred twelve,44.png,ninety ninety ninety,17,45.png,four hundred twenty one,ninety ninety seventeen seventeen,26,1
23,six,46.png,ninety,5,47.png,thirteen,ninety,5,0
