,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,nine nine three,14,1.png,two hundred sixty,thirty thirty three,16,1
1,one hundred,2.png,thirty three,10,3.png,one thousand,thirty twelve,12,1
2,sixty seven,4.png,thirty nine,7,5.png,six hundred seventy,thirty thirty three,14,1
3,one thousand two,6.png,thirty three three,15,7.png,one thousand twenty,thirty three three,15,0
4,twenty one,8.png,nine nine,7,9.png,two hundred one,thirty three three,13,1
5,one hundred five,10.png,thirty nine nine,12,11.png,one hundred twenty five,nine nine nine nine,12,0
6,three hundred five,12.png,nine nine nine,11,13.png,three hundred fifty,nine nine nine,11,0
7,forty two,14.png,nine nine,9,15.png,four hundred two,nine nine three,13,1
8,five,16.png,nine,2,17.png,fifteen,nine,2,0
9,eleven,18.png,nine,5,19.png,twenty four,nine nine,7,1
10,two,20.png,nine,4,21.png,eight,thirty,5,1
11,twenty five,22.png,nine nine,7,23.png,four hundred five,nine nine nine,9,1
12,sixty two,24.png,thirty nine,7,25.png,six hundred two,thirty thirty three,14,1
13,twenty one,26.png,nine nine,7,27.png,two hundred ten,thirty thirty three,14,1
14,twenty four,28.png,nine nine,9,29.png,two hundred four,nine nine three,12,1
15,seventeen,30.png,nine,7,31.png,twenty one,nine nine,7,0
16,thirty five,32.png,nine nine,7,33.png,three hundred five,nine nine nine,11,1
17,forty seven,34.png,nine nine,9,35.png,four hundred seventy,nine nine three,13,1
18,nineteen,36.png,nine,4,37.png,one hundred nine,thirty thirty three,16,1
19,sixteen,38.png,nine,5,39.png,one hundred six,thirty nine three,13,1
20,fifty three,40.png,nine nine,8,41.png,eighty,thirty,9,1
21,two hundred sixteen,42.png,thirty thirty three,16,43.png,two hundred sixty one,thirty nine three three,17,1
22,four hundred twelve,44.png,nine nine nine,14,45.png,four hundred twenty one,nine nine nine nine,16,1
23,six,46.png,sixty,2,47.png,thirteen,nine,3,1
