,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,seventeen seventeen,10,1.png,eight hundred seven,seventeen seventeen seventeen,20,1
1,sixty four,2.png,seventeen seventeen,16,3.png,six hundred four,seventeen seventeen seventeen,26,1
2,eighty five,4.png,seventeen hundred,13,5.png,eight hundred fifty,hundred hundred seventeen,20,1
3,thirty six,6.png,<unk> five,9,7.png,three hundred six,seventeen seventeen five,20,1
4,twelve,8.png,<unk>,6,9.png,twenty two,<unk> seventeen,13,1
5,four hundred,10.png,seventeen seventeen,16,11.png,four thousand,seventeen seventeen,16,0
6,seventy six,12.png,<unk> seventeen,11,13.png,seven hundred sixty,seventeen seventeen seventeen,21,1
7,thirty one,14.png,<unk> five,9,15.png,three hundred one,seventeen seventeen seventeen,24,1
8,eighty nine,16.png,hundred seventeen,14,17.png,eight hundred nine,hundred seventeen seventeen,22,1
9,three hundred seven,18.png,seventeen seventeen seventeen,18,19.png,three hundred sixty seven,seventeen seventeen five five,21,1
10,thirteen,20.png,<unk>,8,21.png,forty two,seventeen seventeen,14,1
11,five hundred eight,22.png,seventeen seventeen hundred,21,23.png,five hundred eighty,hundred hundred hundred,13,0
12,two thousand three,24.png,seventeen seventeen seventeen,23,25.png,two thousand thirty,seventeen seventeen seventeen,23,0
13,three hundred six,26.png,seventeen seventeen five,17,27.png,three hundred sixty,seventeen seventeen five,17,0
14,seven,28.png,seventeen,4,29.png,eighteen,seventeen,4,0
15,five,30.png,seventeen,7,31.png,eight,hundred,6,0
16,five hundred,32.png,hundred seventeen,13,33.png,five thousand,seventeen seventeen,14,1
17,thirty six,34.png,<unk> five,9,35.png,five hundred nine,hundred seventeen five,18,1
18,forty two,36.png,seventeen seventeen,16,37.png,four hundred twenty,seventeen seventeen seventeen,26,1
19,twenty seven,38.png,<unk> seventeen,9,39.png,two hundred seven,seventeen seventeen seventeen,19,1
20,six hundred eight,40.png,hundred seventeen seventeen,21,41.png,six hundred fifty eight,hundred hundred five five,15,0
21,seventeen,42.png,<unk>,8,43.png,twenty eight,seventeen seventeen,10,1
22,five hundred sixty seven,44.png,seventeen seventeen five five,21,45.png,five hundred seventy six,seventeen seventeen seventeen seventeen,25,1
23,one,46.png,<unk>,4,47.png,nine,seventeen,7,1
