,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,nineteen nineteen,1.png,eight hundred seven,nineteen nineteen <unk>,True,0,0,0,0
1,sixty four,2.png,thirteen <unk>,3.png,six hundred four,nineteen <unk> <unk>,False,0,0,0,0
2,eighty five,4.png,nineteen nineteen,5.png,eight hundred fifty,nineteen nineteen six,False,0,0,0,0
3,thirty six,6.png,nineteen hundred,7.png,three hundred six,nineteen <unk> six,False,0,0,0,0
4,twelve,8.png,thirteen,9.png,twenty two,nineteen nineteen,False,0,0,0,0
5,four hundred,10.png,nineteen nineteen,11.png,four thousand,nineteen nineteen,False,0,0,0,0
6,seventy six,12.png,nineteen nineteen,13.png,seven hundred sixty,nineteen nineteen six,False,0,0,0,0
7,thirty one,14.png,thirteen hundred,15.png,three hundred one,nineteen <unk> <unk>,False,0,0,0,0
8,eighty nine,16.png,nineteen nineteen,17.png,eight hundred nine,nineteen nineteen <unk>,False,0,0,0,0
9,three hundred seven,18.png,nineteen <unk> <unk>,19.png,three hundred sixty seven,nineteen <unk> six six,True,0,0,0,0
10,thirteen,20.png,thirteen,21.png,forty two,thirteen thirteen,False,0,0,0,0
11,five hundred eight,22.png,nineteen nineteen <unk>,23.png,five hundred eighty,nineteen nineteen six,False,0,0,0,0
12,two thousand three,24.png,nineteen <unk> <unk>,25.png,two thousand thirty,nineteen nineteen <unk>,True,0,0,0,0
13,three hundred six,26.png,nineteen <unk> six,27.png,three hundred sixty,nineteen <unk> six,False,0,0,0,0
14,seven,28.png,seventeen,29.png,eighteen,nineteen,False,0,0,0,0
15,five,30.png,thirteen,31.png,eight,nineteen,True,0,0,0,0
16,five hundred,32.png,nineteen nineteen,33.png,five thousand,nineteen nineteen,True,0,0,0,0
17,thirty six,34.png,nineteen hundred,35.png,five hundred nine,nineteen <unk> six,False,0,0,0,0
18,forty two,36.png,thirteen thirteen,37.png,four hundred twenty,nineteen nineteen <unk>,False,0,0,0,0
19,twenty seven,38.png,nineteen nineteen,39.png,two hundred seven,nineteen <unk> <unk>,False,0,0,0,0
20,six hundred eight,40.png,nineteen nineteen nineteen,41.png,six hundred fifty eight,nineteen nineteen six six,False,0,0,0,0
21,seventeen,42.png,thirteen,43.png,twenty eight,nineteen nineteen,True,0,0,0,0
22,five hundred sixty seven,44.png,nineteen six six six,45.png,five hundred seventy six,nineteen nineteen six six,False,0,0,0,0
23,one,46.png,nineteen,47.png,nine,nineteen,False,0,0,0,0
