,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,nineteen seventy,12,1.png,eight hundred seven,thousand seventy seventy,14,1
1,sixty four,2.png,nineteen seventy,13,3.png,six hundred four,thousand seventy seventy,20,1
2,eighty five,4.png,nineteen seventy,11,5.png,eight hundred fifty,thousand seventy seventy,18,1
3,thirty six,6.png,seventy seventy,11,7.png,three hundred six,thousand seventy seventy,18,1
4,twelve,8.png,seventy,6,9.png,twenty two,seventy seventy,12,1
5,four hundred,10.png,thousand seventy,13,11.png,four thousand,thousand thousand,12,0
6,seventy six,12.png,seventy seventy,6,13.png,seven hundred sixty,thousand seventy seventy,15,1
7,thirty one,14.png,seventy seventy,11,15.png,three hundred one,thousand seventy seventy,18,1
8,eighty nine,16.png,nineteen seventy,12,17.png,eight hundred nine,thousand thousand seventy,22,1
9,three hundred seven,18.png,thousand seventy seventy,15,19.png,three hundred sixty seven,seventy seventy seventy seventy,21,1
10,thirteen,20.png,seventy,8,21.png,forty two,seventy seventy,11,1
11,five hundred eight,22.png,thousand seventy seventy,19,23.png,five hundred eighty,seventy seventy seventy,17,0
12,two thousand three,24.png,thousand thousand seventy,12,25.png,two thousand thirty,thousand thousand <start>,11,0
13,three hundred six,26.png,thousand seventy seventy,19,27.png,three hundred sixty,thousand seventy seventy,19,0
14,seven,28.png,seventy,2,29.png,eighteen,nineteen,5,1
15,five,30.png,seventy,5,31.png,eight,nineteen,6,1
16,five hundred,32.png,seventy seventy,12,33.png,five thousand,thousand thousand,14,1
17,thirty six,34.png,seventy seventy,11,35.png,five hundred nine,thousand seventy seventy,18,1
18,forty two,36.png,seventy seventy,12,37.png,four hundred twenty,thousand seventy seventy,20,1
19,twenty seven,38.png,seventy seventy,5,39.png,two hundred seven,thousand seventy seventy,13,1
20,six hundred eight,40.png,thousand seventy seventy,18,41.png,six hundred fifty eight,thousand seventy seventy seventy,25,1
21,seventeen,42.png,seventy,3,43.png,twenty eight,nineteen seventy,10,1
22,five hundred sixty seven,44.png,seventy seventy seventy seventy,18,45.png,five hundred seventy six,seventy seventy seventy seventy,18,0
23,one,46.png,twelve,5,47.png,nine,seventy,6,1
