,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,<start> <start>,12,1.png,eight hundred seven,fifty <pad> <pad>,16,1
1,sixty four,2.png,<start> fifteen,11,3.png,six hundred four,fifty fifty <pad>,12,1
2,eighty five,4.png,fifty seven,6,5.png,eight hundred fifty,fifty fifty <pad>,12,1
3,thirty six,6.png,<start> <start>,11,7.png,three hundred six,fifty fifty <pad>,12,1
4,twelve,8.png,fifteen,6,9.png,twenty two,<start> <start>,14,1
5,four hundred,10.png,fifty fifty,11,11.png,four thousand,forty <pad>,9,0
6,seventy six,12.png,<start> <start>,12,13.png,seven hundred sixty,fifty <pad> <pad>,16,1
7,thirty one,14.png,<start> fifteen,11,15.png,three hundred one,fifty fifty fifty,12,1
8,eighty nine,16.png,<start> <start>,13,17.png,eight hundred nine,fifty <pad> <pad>,14,1
9,three hundred seven,18.png,fifty fifty <pad>,17,19.png,three hundred sixty seven,fifty fifty <pad> <pad>,20,1
10,thirteen,20.png,fifteen,3,21.png,forty two,fifteen fifteen,9,1
11,five hundred eight,22.png,fifty seventy <pad>,15,23.png,five hundred eighty,fifty fifty <pad>,15,0
12,two thousand three,24.png,fifty fifty <pad>,16,25.png,two thousand thirty,fifty fifty <pad>,16,0
13,three hundred six,26.png,fifty fifty <pad>,16,27.png,three hundred sixty,fifty fifty <pad>,16,0
14,seven,28.png,fifteen,5,29.png,eighteen,<start>,6,1
15,five,30.png,<start>,7,31.png,eight,<start>,7,0
16,five hundred,32.png,fifty fifty,10,33.png,five thousand,fifty seventy,10,0
17,thirty six,34.png,<start> <start>,11,35.png,five hundred nine,fifty fifty <pad>,12,1
18,forty two,36.png,fifteen fifteen,11,37.png,four hundred twenty,fifty fifty <pad>,12,1
19,twenty seven,38.png,<start> <start>,12,39.png,two hundred seven,fifty fifty <pad>,13,1
20,six hundred eight,40.png,fifty <pad> <pad>,15,41.png,six hundred fifty eight,fifty seventy <pad> <pad>,20,1
21,seventeen,42.png,fifteen,5,43.png,twenty eight,<start> <start>,13,1
22,five hundred sixty seven,44.png,fifty fifty <pad> <pad>,20,45.png,five hundred seventy six,fifty fifty <pad> <pad>,20,0
23,one,46.png,forty,4,47.png,nine,<start>,7,1
