,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,ninety one one,13,1.png,two hundred sixty,ninety one one,13,0
1,one hundred,2.png,four four,9,3.png,one thousand,four one,8,0
2,sixty seven,4.png,four four,10,5.png,six hundred seventy,ninety one one,8,0
3,one thousand two,6.png,four one one,12,7.png,one thousand twenty,four one one,12,0
4,twenty one,8.png,four four,9,9.png,two hundred one,ninety four one,9,0
5,one hundred five,10.png,four four one,12,11.png,one hundred twenty five,ninety four four four,15,1
6,three hundred five,12.png,ninety four four,14,13.png,three hundred fifty,ninety four four,14,0
7,forty two,14.png,four four,7,15.png,four hundred two,four four four,10,1
8,five,16.png,four,3,17.png,fifteen,four,3,0
9,eleven,18.png,four,6,19.png,twenty four,four four,9,1
10,two,20.png,four,4,21.png,eight,four,4,0
11,twenty five,22.png,four four,9,23.png,four hundred five,four four four,12,1
12,sixty two,24.png,four four,9,25.png,six hundred two,ninety one one,9,0
13,twenty one,26.png,four four,9,27.png,two hundred ten,ninety four four,12,1
14,twenty four,28.png,four four,6,29.png,two hundred four,four four one,10,1
15,seventeen,30.png,<unk>,8,31.png,twenty one,four four,9,1
16,thirty five,32.png,four four,8,33.png,three hundred five,ninety four four,12,1
17,forty seven,34.png,<unk> thirty,11,35.png,four hundred seventy,four four fifty,11,0
18,nineteen,36.png,four,8,37.png,one hundred nine,four one one,10,1
19,sixteen,38.png,four,7,39.png,one hundred six,four one one,10,1
20,fifty three,40.png,ninety four,8,41.png,eighty,four,9,1
21,two hundred sixteen,42.png,ninety four one,17,43.png,two hundred sixty one,ninety one one one,17,0
22,four hundred twelve,44.png,<unk> four fifty,17,45.png,four hundred twenty one,four four fifty fifty,15,0
23,six,46.png,four,4,47.png,thirteen,four,4,0
