,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,<end> <end> <end>,14,1.png,two hundred sixty,<end> <end> <end>,14,0
1,one hundred,2.png,<end> <end>,9,3.png,one thousand,<end> <end>,9,0
2,sixty seven,4.png,<end> <end>,9,5.png,six hundred seventy,<end> <end> three,14,1
3,one thousand two,6.png,<end> <end> twenty,14,7.png,one thousand twenty,<end> <end> twenty,14,0
4,twenty one,8.png,<end> three,8,9.png,two hundred one,<end> <end> <end>,13,1
5,one hundred five,10.png,<end> <end> three,13,11.png,one hundred twenty five,<end> <end> three three,15,1
6,three hundred five,12.png,<end> <end> <end>,15,13.png,three hundred fifty,<end> <end> <end>,15,0
7,forty two,14.png,<end> <end>,10,15.png,four hundred two,<end> <end> three,15,1
8,five,16.png,<end>,5,17.png,fifteen,<end>,5,0
9,eleven,18.png,five,4,19.png,twenty four,<end> <end>,8,1
10,two,20.png,<end>,5,21.png,eight,five,4,0
11,twenty five,22.png,<end> <end>,9,23.png,four hundred five,<end> <end> three,13,1
12,sixty two,24.png,<end> <end>,10,25.png,six hundred two,<end> <end> <end>,16,1
13,twenty one,26.png,<end> three,8,27.png,two hundred ten,<end> <end> three,13,1
14,twenty four,28.png,<end> <end>,9,29.png,two hundred four,<end> <end> fifteen,15,1
15,seventeen,30.png,fifty,8,31.png,twenty one,<end> three,8,0
16,thirty five,32.png,<end> <end>,11,33.png,three hundred five,<end> <end> <end>,16,1
17,forty seven,34.png,<end> three,9,35.png,four hundred seventy,<end> <end> three,14,1
18,nineteen,36.png,<end>,7,37.png,one hundred nine,<end> <end> three,13,1
19,sixteen,38.png,<end>,7,39.png,one hundred six,<end> <end> three,15,1
20,fifty three,40.png,<end> <end>,10,41.png,eighty,<end>,11,1
21,two hundred sixteen,42.png,<end> <end> three,15,43.png,two hundred sixty one,<end> <end> three three,17,1
22,four hundred twelve,44.png,<end> three three,14,45.png,four hundred twenty one,<end> three twenty twenty,18,1
23,six,46.png,<end>,5,47.png,thirteen,<end>,5,0
