,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred and six,0.png,one one one one,1.png,two hundred and sixty,one one one fifty,True,206,260,4,53
1,one hundred,2.png,one one,3.png,one thousand,one one,True,100,1000,2,2
2,sixty seven,4.png,one one,5.png,six hundred and seventy,one one one fifty,True,67,670,2,53
3,one thousand and two,6.png,one one one fifty,7.png,one thousand and twenty,one one one fifty,True,1002,1020,53,53
4,twenty one,8.png,one one,9.png,two hundred and one,one one one fifty,False,21,201,2,53
5,one hundred and five,10.png,one one fifty fifty,11.png,one hundred and twenty five,one one one one one,True,105,125,102,5
6,three hundred and five,12.png,one one one one,13.png,three hundred and fifty,one one one one,True,305,350,4,4
7,forty two,14.png,one one,15.png,four hundred and two,one one one one,True,42,402,2,4
8,five,16.png,one,17.png,fifteen,one,False,5,15,1,1
9,eleven,18.png,one,19.png,twenty four,one one,False,11,24,1,2
10,two,20.png,one,21.png,eight,one,False,2,8,1,1
11,twenty five,22.png,one one,23.png,four hundred and five,one one one one,True,25,405,2,4
12,sixty two,24.png,one one,25.png,six hundred and two,one one one one,True,62,602,2,4
13,twenty one,26.png,one one,27.png,two hundred and ten,one one fifty fifty,False,21,210,2,102
14,twenty four,28.png,one one,29.png,two hundred and four,one one one one,True,24,204,2,4
15,seventeen,30.png,one,31.png,twenty one,one one,True,17,21,1,2
16,thirty five,32.png,twenty one,33.png,three hundred and five,one one one one,False,35,305,21,4
17,forty seven,34.png,twenty one,35.png,four hundred and seventy,one one one one,True,47,470,21,4
18,nineteen,36.png,one,37.png,one hundred and nine,one one one fifty,False,19,109,1,53
19,sixteen,38.png,one,39.png,one hundred and six,one one one one,False,16,106,1,4
20,fifty three,40.png,twenty one,41.png,eighty,one,True,53,80,21,1
21,two hundred and sixteen,42.png,one one one fifty,43.png,two hundred and sixty one,one one one one one,False,216,261,53,5
22,four hundred and twelve,44.png,one one one one,45.png,four hundred and twenty one,one one one one one,True,412,421,4,5
23,six,46.png,one,47.png,thirteen,twenty,False,6,13,1,20
