,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,hundred hundred,14,1.png,eight hundred seven,six six six,10,0
1,sixty four,2.png,<pad> six,9,3.png,six hundred four,six six six,8,0
2,eighty five,4.png,ten hundred,10,5.png,eight hundred fifty,twelve twelve one,14,1
3,thirty six,6.png,fifty six,3,7.png,three hundred six,fifty six six,7,1
4,twelve,8.png,six,6,9.png,twenty two,six six,7,1
5,four hundred,10.png,six six,11,11.png,four thousand,six six,11,0
6,seventy six,12.png,<pad> one,10,13.png,seven hundred sixty,six six hundred,13,1
7,thirty one,14.png,<pad> seven,10,15.png,three hundred one,fifty hundred hundred,15,1
8,eighty nine,16.png,ten six,9,17.png,eight hundred nine,twelve six six,12,1
9,three hundred seven,18.png,six six hundred,13,19.png,three hundred sixty seven,hundred hundred hundred hundred,18,1
10,thirteen,20.png,<pad>,8,21.png,forty two,<pad> six,9,1
11,five hundred eight,22.png,twelve twelve six,14,23.png,five hundred eighty,twelve twelve twelve,16,1
12,two thousand three,24.png,six six six,15,25.png,two thousand thirty,six six six,15,0
13,three hundred six,26.png,fifty six six,12,27.png,three hundred sixty,fifty six six,12,0
14,seven,28.png,<pad>,5,29.png,eighteen,<pad>,5,0
15,five,30.png,seven,3,31.png,eight,twenty,6,1
16,five hundred,32.png,six six,10,33.png,five thousand,six six,10,0
17,thirty six,34.png,fifty six,3,35.png,five hundred nine,fifty six six,7,1
18,forty two,36.png,<pad> six,8,37.png,four hundred twenty,six six one,10,1
19,twenty seven,38.png,six one,10,39.png,two hundred seven,six six one,11,1
20,six hundred eight,40.png,twelve twelve six,15,41.png,six hundred fifty eight,twelve twelve twelve one,21,1
21,seventeen,42.png,<pad>,9,43.png,twenty eight,eighty one,8,0
22,five hundred sixty seven,44.png,hundred hundred hundred hundred,19,45.png,five hundred seventy six,hundred hundred hundred hundred,19,0
23,one,46.png,<pad>,5,47.png,nine,eighty,6,1
