,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,ten ten,1.png,eight hundred seven,<end> <end> seventeen,False,0,0,0,0
1,sixty four,2.png,<start> <start>,3.png,six hundred four,<start> <end> <end>,False,0,0,0,0
2,eighty five,4.png,<end> <end>,5.png,eight hundred fifty,<end> <end> seventeen,True,0,0,0,0
3,thirty six,6.png,<end> <end>,7.png,three hundred six,<end> <end> <end>,False,0,0,0,0
4,twelve,8.png,ten,9.png,twenty two,<start> <start>,False,0,0,0,0
5,four hundred,10.png,<start> <start>,11.png,four thousand,<end> <end>,False,0,0,0,0
6,seventy six,12.png,<start> <start>,13.png,seven hundred sixty,<end> <end> seventeen,False,0,0,0,0
7,thirty one,14.png,<start> <start>,15.png,three hundred one,<end> <end> <end>,True,0,0,0,0
8,eighty nine,16.png,<end> <end>,17.png,eight hundred nine,<end> seventeen seventeen,False,0,0,0,0
9,three hundred seven,18.png,<end> <end> <end>,19.png,three hundred sixty seven,<end> <end> <end> <end>,False,0,0,0,0
10,thirteen,20.png,<start>,21.png,forty two,<start> <start>,False,0,0,0,0
11,five hundred eight,22.png,<end> <end> seventeen,23.png,five hundred eighty,<end> <end> seventeen,False,0,0,0,0
12,two thousand three,24.png,<end> <end> seventeen,25.png,two thousand thirty,<end> <end> seventeen,False,0,0,0,0
13,three hundred six,26.png,<end> <end> <end>,27.png,three hundred sixty,<end> <end> <end>,False,0,0,0,0
14,seven,28.png,ten,29.png,eighteen,ten,True,0,0,0,0
15,five,30.png,<end>,31.png,eight,ten,False,0,0,0,0
16,five hundred,32.png,<end> <end>,33.png,five thousand,<end> <end>,True,0,0,0,0
17,thirty six,34.png,<end> <end>,35.png,five hundred nine,<end> <end> <end>,False,0,0,0,0
18,forty two,36.png,<start> <start>,37.png,four hundred twenty,<start> <start> <start>,True,0,0,0,0
19,twenty seven,38.png,ten <start>,39.png,two hundred seven,<end> <end> <end>,True,0,0,0,0
20,six hundred eight,40.png,<end> <end> seventeen,41.png,six hundred fifty eight,<end> <end> seventeen seventeen,False,0,0,0,0
21,seventeen,42.png,ten,43.png,twenty eight,ten <start>,False,0,0,0,0
22,five hundred sixty seven,44.png,<end> <end> <end> <end>,45.png,five hundred seventy six,<end> <end> <end> <end>,True,0,0,0,0
23,one,46.png,ten,47.png,nine,three,False,0,0,0,0
