,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,thirteen thirteen,14,1.png,eight hundred seven,thirteen thirteen thirteen,20,1
1,sixty four,2.png,thirteen thirteen,13,3.png,six hundred four,eighteen thirteen thirteen,22,1
2,eighty five,4.png,thirteen thirteen,13,5.png,eight hundred fifty,thirteen thirteen thirteen,20,1
3,thirty six,6.png,thirteen thirteen,10,7.png,three hundred six,eighteen eighteen eighteen,21,1
4,twelve,8.png,thirteen,6,9.png,twenty two,thirteen thirteen,14,1
5,four hundred,10.png,eighteen eighteen,15,11.png,four thousand,eighteen eighteen,15,0
6,seventy six,12.png,thirteen thirteen,14,13.png,seven hundred sixty,thirteen thirteen thirteen,21,1
7,thirty one,14.png,thirteen thirteen,10,15.png,three hundred one,eighteen eighteen thirteen,21,1
8,eighty nine,16.png,thirteen thirteen,13,17.png,eight hundred nine,eighteen thirteen thirteen,17,1
9,three hundred seven,18.png,thirteen thirteen thirteen,15,19.png,three hundred sixty seven,thirteen thirteen thirteen thirteen,22,1
10,thirteen,20.png,thirteen,0,21.png,forty two,thirteen thirteen,9,1
11,five hundred eight,22.png,thirteen thirteen thirteen,19,23.png,five hundred eighty,thirteen thirteen thirteen,19,0
12,two thousand three,24.png,eighteen eighteen eighteen,20,25.png,two thousand thirty,eighteen eighteen eighteen,20,0
13,three hundred six,26.png,eighteen eighteen eighteen,19,27.png,three hundred sixty,eighteen eighteen eighteen,19,0
14,seven,28.png,thirteen,6,29.png,eighteen,thirteen,6,0
15,five,30.png,thirteen,6,31.png,eight,thirteen,6,0
16,five hundred,32.png,eighteen eighteen,13,33.png,five thousand,eighteen eighteen,13,0
17,thirty six,34.png,thirteen thirteen,10,35.png,five hundred nine,eighteen eighteen eighteen,21,1
18,forty two,36.png,thirteen thirteen,13,37.png,four hundred twenty,thirteen thirteen thirteen,22,1
19,twenty seven,38.png,thirteen thirteen,11,39.png,two hundred seven,thirteen eighteen eighteen,19,1
20,six hundred eight,40.png,eighteen eighteen eighteen,17,41.png,six hundred fifty eight,thirteen thirteen thirteen thirteen,27,1
21,seventeen,42.png,thirteen,5,43.png,twenty eight,thirteen thirteen,11,1
22,five hundred sixty seven,44.png,thirteen thirteen thirteen thirteen,24,45.png,five hundred seventy six,thirteen thirteen thirteen thirteen,24,0
23,one,46.png,thirteen,7,47.png,nine,thirteen,7,0
