,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,seventy seventy,1.png,eight hundred seven,seventy seventy <start>,True,0,0,0,0
1,sixty four,2.png,seventy seventy,3.png,six hundred four,seventy seventy seventy,True,0,0,0,0
2,eighty five,4.png,seventy seventy,5.png,eight hundred fifty,seventy seventy <start>,True,0,0,0,0
3,thirty six,6.png,seventy seventy,7.png,three hundred six,seventy nineteen nineteen,True,0,0,0,0
4,twelve,8.png,seventy,9.png,twenty two,seventy seventy,True,0,0,0,0
5,four hundred,10.png,seventy seventy,11.png,four thousand,seventy seventy,True,0,0,0,0
6,seventy six,12.png,seventy seventy,13.png,seven hundred sixty,seventy seventy <start>,False,0,0,0,0
7,thirty one,14.png,seventy hundred,15.png,three hundred one,seventy seventy hundred,False,0,0,0,0
8,eighty nine,16.png,seventy seventy,17.png,eight hundred nine,seventy seventy <start>,True,0,0,0,0
9,three hundred seven,18.png,seventy seventy fourteen,19.png,three hundred sixty seven,seventy seventy fourteen fourteen,False,0,0,0,0
10,thirteen,20.png,seventy,21.png,forty two,seventy seventy,True,0,0,0,0
11,five hundred eight,22.png,seventy seventy seventy,23.png,five hundred eighty,seventy seventy seventy,True,0,0,0,0
12,two thousand three,24.png,seventy seventy nineteen,25.png,two thousand thirty,seventy seventy nineteen,True,0,0,0,0
13,three hundred six,26.png,seventy nineteen nineteen,27.png,three hundred sixty,seventy seventy nineteen,False,0,0,0,0
14,seven,28.png,seventy,29.png,eighteen,seventy,True,0,0,0,0
15,five,30.png,eight,31.png,eight,eight,False,0,0,0,0
16,five hundred,32.png,seventy seventy,33.png,five thousand,seventy nineteen,True,0,0,0,0
17,thirty six,34.png,seventy seventy,35.png,five hundred nine,seventy seventy nineteen,True,0,0,0,0
18,forty two,36.png,seventy seventy,37.png,four hundred twenty,seventy seventy seventy,True,0,0,0,0
19,twenty seven,38.png,seventy seventy,39.png,two hundred seven,seventy seventy fourteen,False,0,0,0,0
20,six hundred eight,40.png,seventy seventy <start>,41.png,six hundred fifty eight,seventy seventy seventy <start>,False,0,0,0,0
21,seventeen,42.png,seventy,43.png,twenty eight,seventy eight,False,0,0,0,0
22,five hundred sixty seven,44.png,seventy seventy hundred fourteen,45.png,five hundred seventy six,seventy seventy seventy <start>,True,0,0,0,0
23,one,46.png,seventy,47.png,nine,eight,True,0,0,0,0
