,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,nineteen nine,11,1.png,eight hundred seven,nineteen nineteen nine,17,1
1,sixty four,2.png,nineteen nineteen,14,3.png,six hundred four,nineteen nineteen nine,19,1
2,eighty five,4.png,nineteen nineteen,12,5.png,eight hundred fifty,nineteen nineteen nine,16,1
3,thirty six,6.png,nineteen nineteen,14,7.png,three hundred six,nineteen nine nine,15,1
4,twelve,8.png,nineteen,6,9.png,twenty two,nineteen nineteen,14,1
5,four hundred,10.png,nineteen nineteen,14,11.png,four thousand,nineteen nineteen,14,0
6,seventy six,12.png,nineteen nine,10,13.png,seven hundred sixty,nineteen nine nine,13,1
7,thirty one,14.png,nineteen nine,9,15.png,three hundred one,nineteen nine nine,14,1
8,eighty nine,16.png,nineteen nineteen,10,17.png,eight hundred nine,nineteen nineteen nine,14,1
9,three hundred seven,18.png,nineteen nine nine,14,19.png,three hundred sixty seven,nineteen nine nine nine,17,1
10,thirteen,20.png,nineteen,4,21.png,forty two,nineteen nine,9,1
11,five hundred eight,22.png,nineteen nine nine,14,23.png,five hundred eighty,nineteen nineteen nine,16,1
12,two thousand three,24.png,nineteen nineteen nine,19,25.png,two thousand thirty,nineteen nineteen sixteen,20,1
13,three hundred six,26.png,nineteen nine nine,13,27.png,three hundred sixty,nineteen nine nine,13,0
14,seven,28.png,nineteen,5,29.png,eighteen,nineteen,5,0
15,five,30.png,nineteen,6,31.png,eight,nineteen,6,0
16,five hundred,32.png,nineteen nineteen,12,33.png,five thousand,nineteen nineteen,12,0
17,thirty six,34.png,nineteen nineteen,14,35.png,five hundred nine,nineteen nineteen nine,17,1
18,forty two,36.png,nineteen nine,11,37.png,four hundred twenty,nineteen nineteen nine,19,1
19,twenty seven,38.png,nineteen nine,11,39.png,two hundred seven,nineteen nine nine,13,1
20,six hundred eight,40.png,nineteen nineteen nine,17,41.png,six hundred fifty eight,nineteen nineteen nine nine,21,1
21,seventeen,42.png,nineteen,4,43.png,twenty eight,nineteen nineteen,10,1
22,five hundred sixty seven,44.png,nineteen nine nine nine,18,45.png,five hundred seventy six,nineteen nineteen nine nine,20,1
23,one,46.png,nineteen,6,47.png,nine,nineteen,6,0
