,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,nineteen six six,1.png,two hundred sixty,nineteen six six,True,0,0,0,0
1,one hundred,2.png,nineteen fifty,3.png,one thousand,six six,True,0,0,0,0
2,sixty seven,4.png,fifty fifty,5.png,six hundred seventy,nineteen fifty fifty,False,0,0,0,0
3,one thousand two,6.png,nineteen six six,7.png,one thousand twenty,nineteen six six,True,0,0,0,0
4,twenty one,8.png,fifty fifty,9.png,two hundred one,nineteen fifty six,False,0,0,0,0
5,one hundred five,10.png,nineteen nineteen six,11.png,one hundred twenty five,nineteen nineteen six six,True,0,0,0,0
6,three hundred five,12.png,nineteen nineteen six,13.png,three hundred fifty,nineteen nineteen six,False,0,0,0,0
7,forty two,14.png,nineteen nineteen,15.png,four hundred two,nineteen six six,False,0,0,0,0
8,five,16.png,fifty,17.png,fifteen,nineteen,False,0,0,0,0
9,eleven,18.png,nineteen,19.png,twenty four,fifty fifty,False,0,0,0,0
10,two,20.png,fifty,21.png,eight,fifty,False,0,0,0,0
11,twenty five,22.png,nineteen fifty,23.png,four hundred five,nineteen six six,False,0,0,0,0
12,sixty two,24.png,nineteen fifty,25.png,six hundred two,nineteen six six,False,0,0,0,0
13,twenty one,26.png,fifty fifty,27.png,two hundred ten,nineteen fifty fifty,False,0,0,0,0
14,twenty four,28.png,fifty fifty,29.png,two hundred four,nineteen six six,True,0,0,0,0
15,seventeen,30.png,fifty,31.png,twenty one,fifty fifty,True,0,0,0,0
16,thirty five,32.png,nineteen nineteen,33.png,three hundred five,nineteen nineteen six,False,0,0,0,0
17,forty seven,34.png,fifty fifty,35.png,four hundred seventy,nineteen fifty fifty,False,0,0,0,0
18,nineteen,36.png,nineteen,37.png,one hundred nine,nineteen six six,True,0,0,0,0
19,sixteen,38.png,fifty,39.png,one hundred six,nineteen six six,True,0,0,0,0
20,fifty three,40.png,nineteen nineteen,41.png,eighty,fifty,False,0,0,0,0
21,two hundred sixteen,42.png,nineteen fifty six,43.png,two hundred sixty one,fifty fifty fifty fifty,False,0,0,0,0
22,four hundred twelve,44.png,nineteen nineteen six,45.png,four hundred twenty one,fifty fifty six six,True,0,0,0,0
23,six,46.png,fifty,47.png,thirteen,nineteen,True,0,0,0,0
