,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,nineteen nineteen nineteen,20,1.png,two hundred sixty,nineteen nineteen nineteen,20,0
1,one hundred,2.png,eight eight,11,3.png,one thousand,eight eight,11,0
2,sixty seven,4.png,thirty twelve,7,5.png,six hundred seventy,thirty ninety ninety,14,1
3,one thousand two,6.png,eight eight eight,16,7.png,one thousand twenty,nineteen eight fourteen,19,1
4,twenty one,8.png,thirty twelve,8,9.png,two hundred one,nineteen ninety ninety,14,1
5,one hundred five,10.png,twelve twelve twelve,15,11.png,one hundred twenty five,twelve twelve twelve twelve,21,1
6,three hundred five,12.png,three ninety ninety,10,13.png,three hundred fifty,three ninety ninety,10,0
7,forty two,14.png,twelve twelve,10,15.png,four hundred two,twelve twelve twelve,16,1
8,five,16.png,thirty,5,17.png,fifteen,twelve,4,0
9,eleven,18.png,eleven,0,19.png,twenty four,twelve twelve,9,1
10,two,20.png,eight,5,21.png,eight,eight,5,1
11,twenty five,22.png,thirty twelve,7,23.png,four hundred five,twelve twelve twelve,13,1
12,sixty two,24.png,nineteen twelve,10,25.png,six hundred two,nineteen nineteen nineteen,22,1
13,twenty one,26.png,thirty twelve,8,27.png,two hundred ten,thirty eight eight,13,1
14,twenty four,28.png,twelve twelve,9,29.png,two hundred four,thirty twelve eight,15,1
15,seventeen,30.png,eleven,5,31.png,twenty one,thirty twelve,11,1
16,thirty five,32.png,thirty ninety,4,33.png,three hundred five,three ninety ninety,11,1
17,forty seven,34.png,eleven twelve,10,35.png,four hundred seventy,twelve twelve twelve,16,1
18,nineteen,36.png,twelve,6,37.png,one hundred nine,nineteen eight eight,12,1
19,sixteen,38.png,twelve,6,39.png,one hundred six,nineteen nineteen eight,18,1
20,fifty three,40.png,thirty twelve,7,41.png,eighty,eight,9,1
21,two hundred sixteen,42.png,eight eight eight,17,43.png,two hundred sixty one,nineteen nineteen twelve twelve,24,1
22,four hundred twelve,44.png,twelve twelve twelve,12,45.png,four hundred twenty one,twelve twelve twelve twelve,18,1
23,six,46.png,eight,4,47.png,thirteen,one,3,0
