,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,forty forty,1.png,eight hundred seven,forty forty forty,True,0,0,0,0
1,sixty four,2.png,seven forty,3.png,six hundred four,seven forty forty,False,0,0,0,0
2,eighty five,4.png,twenty five,5.png,eight hundred fifty,seven forty forty,True,0,0,0,0
3,thirty six,6.png,twenty forty,7.png,three hundred six,seven forty forty,True,0,0,0,0
4,twelve,8.png,twenty,9.png,twenty two,seven forty,True,0,0,0,0
5,four hundred,10.png,seven forty,11.png,four thousand,seven forty,False,0,0,0,0
6,seventy six,12.png,forty forty,13.png,seven hundred sixty,seven forty forty,True,0,0,0,0
7,thirty one,14.png,twenty five,15.png,three hundred one,seven forty forty,True,0,0,0,0
8,eighty nine,16.png,forty forty,17.png,eight hundred nine,forty forty forty,True,0,0,0,0
9,three hundred seven,18.png,seven forty forty,19.png,three hundred sixty seven,seven forty forty forty,False,0,0,0,0
10,thirteen,20.png,twenty,21.png,forty two,twenty two,False,0,0,0,0
11,five hundred eight,22.png,forty forty forty,23.png,five hundred eighty,seven forty forty,True,0,0,0,0
12,two thousand three,24.png,seven one five,25.png,two thousand thirty,seven forty forty,False,0,0,0,0
13,three hundred six,26.png,seven forty forty,27.png,three hundred sixty,seven forty forty,False,0,0,0,0
14,seven,28.png,twenty,29.png,eighteen,twenty,False,0,0,0,0
15,five,30.png,twenty,31.png,eight,twenty,True,0,0,0,0
16,five hundred,32.png,seven forty,33.png,five thousand,seven forty,False,0,0,0,0
17,thirty six,34.png,twenty forty,35.png,five hundred nine,seven forty forty,True,0,0,0,0
18,forty two,36.png,twenty two,37.png,four hundred twenty,seven forty forty,True,0,0,0,0
19,twenty seven,38.png,seven forty,39.png,two hundred seven,seven forty forty,True,0,0,0,0
20,six hundred eight,40.png,forty forty forty,41.png,six hundred fifty eight,forty forty forty five,False,0,0,0,0
21,seventeen,42.png,twenty,43.png,twenty eight,seven forty,False,0,0,0,0
22,five hundred sixty seven,44.png,seven forty forty forty,45.png,five hundred seventy six,seven forty forty forty,False,0,0,0,0
23,one,46.png,five,47.png,nine,twenty,True,0,0,0,0
