,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,seven fifteen fifteen,17,1.png,two hundred sixty,eleven eleven fifteen,18,1
1,one hundred,2.png,eleven eleven,11,3.png,one thousand,eleven eleven,11,0
2,sixty seven,4.png,fifteen fifteen,10,5.png,six hundred seventy,seven fifteen fifteen,15,1
3,one thousand two,6.png,eleven eleven fifteen,18,7.png,one thousand twenty,eleven eleven fifteen,18,0
4,twenty one,8.png,eleven fifteen,11,9.png,two hundred one,eleven eleven fifteen,17,1
5,one hundred five,10.png,eleven fifteen fifteen,15,11.png,one hundred twenty five,eleven fifteen fifteen fifteen,22,1
6,three hundred five,12.png,eleven fifteen fifteen,15,13.png,three hundred fifty,eleven fifteen fifteen,15,0
7,forty two,14.png,eleven fifteen,12,15.png,four hundred two,eleven eleven fifteen,19,1
8,five,16.png,eleven,4,17.png,fifteen,fifteen,4,1
9,eleven,18.png,four,6,19.png,twenty four,eleven fifteen,8,1
10,two,20.png,eleven,6,21.png,eight,seven,5,0
11,twenty five,22.png,eleven fifteen,9,23.png,four hundred five,eleven fifteen fifteen,15,1
12,sixty two,24.png,seven fifteen,10,25.png,six hundred two,eleven eleven fifteen,19,1
13,twenty one,26.png,eleven fifteen,11,27.png,two hundred ten,eleven eleven fifteen,17,1
14,twenty four,28.png,eleven fifteen,11,29.png,two hundred four,seven fifteen fifteen,16,1
15,seventeen,30.png,fifteen,5,31.png,twenty one,eleven fifteen,6,1
16,thirty five,32.png,eleven fifteen,10,33.png,three hundred five,eleven fifteen fifteen,16,1
17,forty seven,34.png,four four,8,35.png,four hundred seventy,eleven fifteen fifteen,17,1
18,nineteen,36.png,fifteen,3,37.png,one hundred nine,eleven eleven fifteen,15,1
19,sixteen,38.png,fifteen,2,39.png,one hundred six,seven eleven fifteen,14,1
20,fifty three,40.png,eleven fifteen,11,41.png,eighty,eleven,10,0
21,two hundred sixteen,42.png,seven fifteen fifteen,13,43.png,two hundred sixty one,seven fifteen fifteen fifteen,20,1
22,four hundred twelve,44.png,eleven fifteen fifteen,18,45.png,four hundred twenty one,eleven eleven fifteen fifteen,24,1
23,six,46.png,five,3,47.png,thirteen,fifteen,6,1
