,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred and six,0.png,thirty thirty thirty thirty,1.png,two hundred and sixty,thirty thirty thirty thirty,False,206,260,120,120
1,one hundred,2.png,thirty thirty,3.png,one thousand,thirty thirty,True,100,1000,60,60
2,sixty seven,4.png,hundred hundred,5.png,six hundred and seventy,hundred hundred thirty thirty,True,67,670,0,60
3,one thousand and two,6.png,thirty thirty thirty thirty,7.png,one thousand and twenty,thirty thirty thirty thirty,False,1002,1020,120,120
4,twenty one,8.png,hundred hundred,9.png,two hundred and one,thirty thirty thirty thirty,True,21,201,0,120
5,one hundred and five,10.png,thirty thirty thirty thirty,11.png,one hundred and twenty five,thirty thirty thirty thirty thirty,False,105,125,120,150
6,three hundred and five,12.png,thirty thirty thirty thirty,13.png,three hundred and fifty,thirty thirty thirty thirty,True,305,350,120,120
7,forty two,14.png,hundred hundred,15.png,four hundred and two,thirty thirty thirty thirty,True,42,402,0,120
8,five,16.png,hundred,17.png,fifteen,hundred,False,5,15,0,0
9,eleven,18.png,forty,19.png,twenty four,hundred hundred,False,11,24,40,0
10,two,20.png,hundred,21.png,eight,hundred,True,2,8,0,0
11,twenty five,22.png,hundred hundred,23.png,four hundred and five,thirty thirty thirty thirty,False,25,405,0,120
12,sixty two,24.png,hundred hundred,25.png,six hundred and two,thirty thirty thirty thirty,True,62,602,0,120
13,twenty one,26.png,hundred hundred,27.png,two hundred and ten,hundred thirty thirty thirty,True,21,210,0,90
14,twenty four,28.png,hundred hundred,29.png,two hundred and four,thirty thirty thirty thirty,False,24,204,0,120
15,seventeen,30.png,five,31.png,twenty one,hundred hundred,True,17,21,5,0
16,thirty five,32.png,hundred hundred,33.png,three hundred and five,thirty thirty thirty thirty,False,35,305,0,120
17,forty seven,34.png,five hundred,35.png,four hundred and seventy,hundred hundred hundred hundred,True,47,470,500,0
18,nineteen,36.png,hundred,37.png,one hundred and nine,thirty thirty thirty thirty,False,19,109,0,120
19,sixteen,38.png,thirty,39.png,one hundred and six,thirty thirty thirty thirty,False,16,106,30,120
20,fifty three,40.png,three thirty,41.png,eighty,thirty,True,53,80,33,30
21,two hundred and sixteen,42.png,thirty thirty thirty thirty,43.png,two hundred and sixty one,thirty thirty thirty thirty thirty,True,216,261,120,150
22,four hundred and twelve,44.png,hundred hundred four four,45.png,four hundred and twenty one,hundred four four four four,False,412,421,8,16
23,six,46.png,thirty,47.png,thirteen,hundred,False,6,13,30,0
