,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,eighty seventeen,11,1.png,eight hundred seven,eighty <pad> <pad>,15,1
1,sixty four,2.png,eighty <pad>,8,3.png,six hundred four,eighty <pad> <pad>,14,1
2,eighty five,4.png,eighty <pad>,5,5.png,eight hundred fifty,eighty <pad> <pad>,11,1
3,thirty six,6.png,eighty <pad>,9,7.png,three hundred six,eighty <pad> <pad>,15,1
4,twelve,8.png,eighty,6,9.png,twenty two,seventeen <pad>,13,1
5,four hundred,10.png,eighty <pad>,12,11.png,four thousand,eighty <pad>,12,0
6,seventy six,12.png,eighty <pad>,9,13.png,seven hundred sixty,eight <pad> <pad>,15,1
7,thirty one,14.png,eighty <pad>,9,15.png,three hundred one,eighty <pad> <pad>,15,1
8,eighty nine,16.png,eighty <pad>,5,17.png,eight hundred nine,eighty <pad> <pad>,11,1
9,three hundred seven,18.png,eighty <pad> <pad>,17,19.png,three hundred sixty seven,eighty <pad> <pad> <pad>,20,1
10,thirteen,20.png,eighty,7,21.png,forty two,<pad> <pad>,11,1
11,five hundred eight,22.png,eighty <pad> <pad>,16,23.png,five hundred eighty,eighty <pad> <pad>,16,0
12,two thousand three,24.png,eighty <pad> <pad>,15,25.png,two thousand thirty,eight <pad> <pad>,15,0
13,three hundred six,26.png,eighty <pad> <pad>,16,27.png,three hundred sixty,eighty <pad> <pad>,16,0
14,seven,28.png,<unk>,5,29.png,eighteen,eighty,6,1
15,five,30.png,eighty,5,31.png,eight,eighty,5,0
16,five hundred,32.png,eighty <pad>,11,33.png,five thousand,<pad> <pad>,11,0
17,thirty six,34.png,eighty <pad>,9,35.png,five hundred nine,eighty <pad> <pad>,15,1
18,forty two,36.png,<pad> <pad>,10,37.png,four hundred twenty,eighty <pad> <pad>,15,1
19,twenty seven,38.png,seventeen seventeen,10,39.png,two hundred seven,seventeen <pad> <pad>,17,1
20,six hundred eight,40.png,eighty <pad> <pad>,15,41.png,six hundred fifty eight,eighty <pad> <pad> <pad>,19,1
21,seventeen,42.png,<pad>,9,43.png,twenty eight,eighty <pad>,11,1
22,five hundred sixty seven,44.png,eighty <pad> <pad> <pad>,21,45.png,five hundred seventy six,eighty <pad> <pad> <pad>,21,0
23,one,46.png,eighty,6,47.png,nine,eighty,6,0
