,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,nineteen ten,11,1.png,eight hundred seven,nineteen ten ten,13,1
1,sixty four,2.png,nineteen nineteen,14,3.png,six hundred four,nineteen ten ten,13,0
2,eighty five,4.png,twenty ten,8,5.png,eight hundred fifty,thirteen ten ten,13,1
3,thirty six,6.png,thirteen thirteen,10,7.png,three hundred six,nineteen nineteen ten,17,1
4,twelve,8.png,nineteen,6,9.png,twenty two,thirteen thirteen,14,1
5,four hundred,10.png,nineteen nineteen,14,11.png,four thousand,nineteen ten,10,0
6,seventy six,12.png,thirteen thirteen,14,13.png,seven hundred sixty,thirteen thirteen ten,17,1
7,thirty one,14.png,nineteen nineteen,13,15.png,three hundred one,nineteen nineteen ten,17,1
8,eighty nine,16.png,two ten,9,17.png,eight hundred nine,two ten ten,9,0
9,three hundred seven,18.png,nineteen nineteen ten,15,19.png,three hundred sixty seven,nineteen nineteen nineteen ten,21,1
10,thirteen,20.png,nineteen,4,21.png,forty two,nineteen nineteen,11,1
11,five hundred eight,22.png,twenty ten ten,15,23.png,five hundred eighty,nineteen ten ten,13,0
12,two thousand three,24.png,forty ten ten,12,25.png,two thousand thirty,forty ten ten,12,0
13,three hundred six,26.png,nineteen nineteen ten,15,27.png,three hundred sixty,nineteen nineteen ten,15,0
14,seven,28.png,nineteen,5,29.png,eighteen,nineteen,5,0
15,five,30.png,thirteen,6,31.png,eight,ten,4,0
16,five hundred,32.png,thirteen thirteen,12,33.png,five thousand,forty ten,10,0
17,thirty six,34.png,thirteen thirteen,10,35.png,five hundred nine,twenty ten ten,10,0
18,forty two,36.png,nineteen nineteen,14,37.png,four hundred twenty,thirteen ten ten,12,0
19,twenty seven,38.png,nineteen nineteen,11,39.png,two hundred seven,thirteen thirteen ten,14,1
20,six hundred eight,40.png,twenty ten ten,15,41.png,six hundred fifty eight,nineteen ten ten ten,15,0
21,seventeen,42.png,nineteen,4,43.png,twenty eight,twenty ten,6,1
22,five hundred sixty seven,44.png,nineteen thirteen ten ten,19,45.png,five hundred seventy six,thirteen thirteen ten ten,20,1
23,one,46.png,nineteen,6,47.png,nine,thirteen,7,1
