,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred and six,0.png,two two two two,1.png,two hundred and sixty,two two two two,True,206,260,8,8
1,one hundred,2.png,two two,3.png,one thousand,two two,True,100,1000,4,4
2,sixty seven,4.png,nine nine,5.png,six hundred and seventy,two nine nine nine,True,67,670,18,29
3,one thousand and two,6.png,two two two two,7.png,one thousand and twenty,two two two two,False,1002,1020,8,8
4,twenty one,8.png,nine nine,9.png,two hundred and one,two two two two,True,21,201,18,8
5,one hundred and five,10.png,two two two two,11.png,one hundred and twenty five,two two two two two,False,105,125,8,10
6,three hundred and five,12.png,two two two two,13.png,three hundred and fifty,two two two two,True,305,350,8,8
7,forty two,14.png,forty nine,15.png,four hundred and two,two two two two,False,42,402,49,8
8,five,16.png,seven,17.png,fifteen,two,False,5,15,7,2
9,eleven,18.png,hundred,19.png,twenty four,two two,False,11,24,0,4
10,two,20.png,two,21.png,eight,two,False,2,8,2,2
11,twenty five,22.png,two nine,23.png,four hundred and five,two two two two,False,25,405,11,8
12,sixty two,24.png,two two,25.png,six hundred and two,two two two two,False,62,602,4,8
13,twenty one,26.png,nine nine,27.png,two hundred and ten,nine nine nine nine,False,21,210,18,36
14,twenty four,28.png,two two,29.png,two hundred and four,two two two two,True,24,204,4,8
15,seventeen,30.png,nine,31.png,twenty one,nine nine,True,17,21,9,18
16,thirty five,32.png,two two,33.png,three hundred and five,two two two two,False,35,305,4,8
17,forty seven,34.png,nine nine,35.png,four hundred and seventy,nine nine nine nine,True,47,470,18,36
18,nineteen,36.png,two,37.png,one hundred and nine,two two two two,False,19,109,2,8
19,sixteen,38.png,nine,39.png,one hundred and six,two two two two,True,16,106,9,8
20,fifty three,40.png,two two,41.png,eighty,two,True,53,80,4,2
21,two hundred and sixteen,42.png,nine nine nine nine,43.png,two hundred and sixty one,two two two two two,False,216,261,36,10
22,four hundred and twelve,44.png,nine nine nine nine,45.png,four hundred and twenty one,two two nine nine nine,True,412,421,36,31
23,six,46.png,two,47.png,thirteen,nine,False,6,13,2,9
