,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,five eighty,1.png,eight hundred seven,five twelve eighty,False,0,0,0,0
1,sixty four,2.png,five eighty,3.png,six hundred four,five eighty eighty,True,0,0,0,0
2,eighty five,4.png,five eighty,5.png,eight hundred fifty,seven eighty eighty,False,0,0,0,0
3,thirty six,6.png,five eighty,7.png,three hundred six,hundred eighty eighty,True,0,0,0,0
4,twelve,8.png,five,9.png,twenty two,five five,False,0,0,0,0
5,four hundred,10.png,five eighty,11.png,four thousand,five eighty,False,0,0,0,0
6,seventy six,12.png,five eighty,13.png,seven hundred sixty,five eighty eighty,False,0,0,0,0
7,thirty one,14.png,five eighty,15.png,three hundred one,five eighty eighty,False,0,0,0,0
8,eighty nine,16.png,five eighty,17.png,eight hundred nine,seven eighty eighty,False,0,0,0,0
9,three hundred seven,18.png,five eighty eighty,19.png,three hundred sixty seven,five eighty eighty eighty,False,0,0,0,0
10,thirteen,20.png,five,21.png,forty two,five eighty,False,0,0,0,0
11,five hundred eight,22.png,five eighty eighty,23.png,five hundred eighty,five eighty eighty,False,0,0,0,0
12,two thousand three,24.png,seven eighty eighty,25.png,two thousand thirty,five eighty eighty,False,0,0,0,0
13,three hundred six,26.png,hundred eighty eighty,27.png,three hundred sixty,five eighty eighty,True,0,0,0,0
14,seven,28.png,five,29.png,eighteen,five,True,0,0,0,0
15,five,30.png,five,31.png,eight,five,True,0,0,0,0
16,five hundred,32.png,five eighty,33.png,five thousand,seven seventy,True,0,0,0,0
17,thirty six,34.png,five eighty,35.png,five hundred nine,seven eighty eighty,True,0,0,0,0
18,forty two,36.png,five eighty,37.png,four hundred twenty,five eighty eighty,False,0,0,0,0
19,twenty seven,38.png,five five,39.png,two hundred seven,five eighty eighty,True,0,0,0,0
20,six hundred eight,40.png,five eighty eighty,41.png,six hundred fifty eight,five eighty eighty eighty,True,0,0,0,0
21,seventeen,42.png,five,43.png,twenty eight,five eighty,True,0,0,0,0
22,five hundred sixty seven,44.png,five eighty eighty eighty,45.png,five hundred seventy six,five eighty eighty eighty,False,0,0,0,0
23,one,46.png,fifteen,47.png,nine,five,True,0,0,0,0
