,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,thousand thousand twelve,17,1.png,two hundred sixty,thousand thousand thousand,18,1
1,one hundred,2.png,thousand thousand,12,3.png,one thousand,ten one,8,0
2,sixty seven,4.png,thousand thousand,15,5.png,six hundred seventy,thousand thousand thousand,22,1
3,one thousand two,6.png,thousand ten fourteen,14,7.png,one thousand twenty,thousand ten fourteen,14,0
4,twenty one,8.png,thousand twelve,11,9.png,two hundred one,thousand thousand twelve,19,1
5,one hundred five,10.png,thousand thousand twelve,16,11.png,one hundred twenty five,thousand thousand twelve twelve,20,1
6,three hundred five,12.png,thousand thousand nine,14,13.png,three hundred fifty,thousand thousand nine,14,0
7,forty two,14.png,thousand nine,11,15.png,four hundred two,thousand <pad> <pad>,18,1
8,five,16.png,eighteen,6,17.png,fifteen,eighteen,6,0
9,eleven,18.png,nineteen,5,19.png,twenty four,thousand twelve,13,1
10,two,20.png,eighteen,7,21.png,eight,eighteen,7,0
11,twenty five,22.png,thousand thousand,14,23.png,four hundred five,thousand <pad> <pad>,17,1
12,sixty two,24.png,thousand thousand,14,25.png,six hundred two,thousand thousand twelve,19,1
13,twenty one,26.png,thousand twelve,11,27.png,two hundred ten,thousand thousand one,14,1
14,twenty four,28.png,thousand twelve,13,29.png,two hundred four,thousand thousand twelve,20,1
15,seventeen,30.png,ten,6,31.png,twenty one,thousand twelve,12,1
16,thirty five,32.png,thousand five,6,33.png,three hundred five,thousand thousand nine,16,1
17,forty seven,34.png,nineteen nine,11,35.png,four hundred seventy,thousand thousand <pad>,20,1
18,nineteen,36.png,thousand,8,37.png,one hundred nine,thousand thousand twelve,20,1
19,sixteen,38.png,thousand,7,39.png,one hundred six,thousand thousand twelve,21,1
20,fifty three,40.png,thousand thousand,14,41.png,eighty,thousand,10,0
21,two hundred sixteen,42.png,thousand thousand twelve,17,43.png,two hundred sixty one,thousand thousand twelve twelve,22,1
22,four hundred twelve,44.png,thousand twelve nine,14,45.png,four hundred twenty one,thousand twelve twelve twelve,18,1
23,six,46.png,thousand,7,47.png,thirteen,thousand,7,0
