,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,three eighty eighty,16,1.png,two hundred sixty,three eighty eighty,16,0
1,one hundred,2.png,three three,9,3.png,one thousand,one three,5,0
2,sixty seven,4.png,three eighty,11,5.png,six hundred seventy,three eighty eighty,15,1
3,one thousand two,6.png,three three three,14,7.png,one thousand twenty,three three three,14,0
4,twenty one,8.png,three eighty,10,9.png,two hundred one,three eighty eighty,14,1
5,one hundred five,10.png,three eighty eighty,16,11.png,one hundred twenty five,three three eighty eighty,19,1
6,three hundred five,12.png,three three eighty,10,13.png,three hundred fifty,three three eighty,10,0
7,forty two,14.png,three eighty,10,15.png,four hundred two,three eighty eighty,15,1
8,five,16.png,one,3,17.png,fifteen,three,4,1
9,eleven,18.png,three,5,19.png,twenty four,three eighty,10,1
10,two,20.png,eighty,6,21.png,eight,one,3,0
11,twenty five,22.png,three eighty,10,23.png,four hundred five,three eighty eighty,13,1
12,sixty two,24.png,eighty eighty,9,25.png,six hundred two,three eighty eighty,15,1
13,twenty one,26.png,three eighty,10,27.png,two hundred ten,three fifteen nine,12,1
14,twenty four,28.png,three eighty,10,29.png,two hundred four,three fifteen eighty,16,1
15,seventeen,30.png,three,7,31.png,twenty one,three eighty,10,1
16,thirty five,32.png,three eighty,8,33.png,three hundred five,three three eighty,13,1
17,forty seven,34.png,three eighty,10,35.png,four hundred seventy,three eighty eighty,15,1
18,nineteen,36.png,three,6,37.png,one hundred nine,three eighty eighty,16,1
19,sixteen,38.png,three,5,39.png,one hundred six,three eighty eighty,16,1
20,fifty three,40.png,three eighty,11,41.png,eighty,eighty,9,1
21,two hundred sixteen,42.png,three eighty eighty,17,43.png,two hundred sixty one,three eighty eighty eighty,21,1
22,four hundred twelve,44.png,three eighty eighty,18,45.png,four hundred twenty one,three eighty eighty eighty,22,1
23,six,46.png,eighty,5,47.png,thirteen,three,5,0
