,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,fifteen fifteen,1.png,eight hundred seven,fourteen fourteen fourteen,True,0,0,0,0
1,sixty four,2.png,fifteen fifteen,3.png,six hundred four,fourteen fourteen fourteen,True,0,0,0,0
2,eighty five,4.png,fifteen fifteen,5.png,eight hundred fifty,five fourteen fourteen,False,0,0,0,0
3,thirty six,6.png,five fifteen,7.png,three hundred six,five fourteen fourteen,True,0,0,0,0
4,twelve,8.png,fifteen,9.png,twenty two,<start> two,True,0,0,0,0
5,four hundred,10.png,fourteen fourteen,11.png,four thousand,fourteen fourteen,True,0,0,0,0
6,seventy six,12.png,fifteen fifteen,13.png,seven hundred sixty,fifteen fourteen fourteen,True,0,0,0,0
7,thirty one,14.png,fifteen fifteen,15.png,three hundred one,five fourteen fourteen,True,0,0,0,0
8,eighty nine,16.png,<start> fifteen,17.png,eight hundred nine,fourteen fourteen fourteen,False,0,0,0,0
9,three hundred seven,18.png,fourteen fourteen fourteen,19.png,three hundred sixty seven,fourteen fourteen fourteen fourteen,True,0,0,0,0
10,thirteen,20.png,fifteen,21.png,forty two,fifteen fourteen,True,0,0,0,0
11,five hundred eight,22.png,fourteen fourteen fourteen,23.png,five hundred eighty,fourteen fourteen fourteen,False,0,0,0,0
12,two thousand three,24.png,five fourteen fourteen,25.png,two thousand thirty,five fourteen fourteen,False,0,0,0,0
13,three hundred six,26.png,five fourteen fourteen,27.png,three hundred sixty,five fourteen fourteen,False,0,0,0,0
14,seven,28.png,fifteen,29.png,eighteen,fifteen,False,0,0,0,0
15,five,30.png,<start>,31.png,eight,<start>,True,0,0,0,0
16,five hundred,32.png,five fourteen,33.png,five thousand,fourteen fourteen,True,0,0,0,0
17,thirty six,34.png,five fifteen,35.png,five hundred nine,fourteen fourteen fourteen,True,0,0,0,0
18,forty two,36.png,fifteen fourteen,37.png,four hundred twenty,fourteen fourteen fourteen,True,0,0,0,0
19,twenty seven,38.png,fourteen fourteen,39.png,two hundred seven,fourteen fourteen fourteen,True,0,0,0,0
20,six hundred eight,40.png,fourteen fourteen fourteen,41.png,six hundred fifty eight,fourteen fourteen fourteen fourteen,False,0,0,0,0
21,seventeen,42.png,fourteen,43.png,twenty eight,<start> two,False,0,0,0,0
22,five hundred sixty seven,44.png,fourteen fourteen fourteen fourteen,45.png,five hundred seventy six,fourteen fourteen fourteen fourteen,False,0,0,0,0
23,one,46.png,fifteen,47.png,nine,<start>,False,0,0,0,0
