,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eight two two,13,1.png,two hundred sixty,eight two two,13,0
1,one hundred,2.png,eight two,10,3.png,one thousand,eight two,10,0
2,sixty seven,4.png,two two,10,5.png,six hundred seventy,two two two,11,1
3,one thousand two,6.png,eight two two,10,7.png,one thousand twenty,eight two two,10,0
4,twenty one,8.png,fifteen two,9,9.png,two hundred one,two two two,7,0
5,one hundred five,10.png,eight two two,14,11.png,one hundred twenty five,two two two two,14,0
6,three hundred five,12.png,eight two two,15,13.png,three hundred fifty,two two two,15,0
7,forty two,14.png,fifteen two,5,15.png,four hundred two,two two two,5,0
8,five,16.png,two,4,17.png,fifteen,two,4,0
9,eleven,18.png,fifteen,5,19.png,twenty four,fifteen two,9,1
10,two,20.png,fifteen,6,21.png,eight,<end>,5,0
11,twenty five,22.png,fifteen two,10,23.png,four hundred five,two two two,8,0
12,sixty two,24.png,<end> two,5,25.png,six hundred two,eight two two,7,1
13,twenty one,26.png,fifteen two,9,27.png,two hundred ten,two two two,7,0
14,twenty four,28.png,fifteen two,10,29.png,two hundred four,two two two,8,0
15,seventeen,30.png,fifteen,5,31.png,twenty one,fifteen two,9,1
16,thirty five,32.png,<end> two,10,33.png,three hundred five,eight two two,11,1
17,forty seven,34.png,two two,10,35.png,four hundred seventy,two two two,10,0
18,nineteen,36.png,fifteen,3,37.png,one hundred nine,eight two two,11,1
19,sixteen,38.png,<end>,7,39.png,one hundred six,eight two two,11,1
20,fifty three,40.png,<end> two,9,41.png,eighty,<end>,11,1
21,two hundred sixteen,42.png,two two two,13,43.png,two hundred sixty one,two two two two,13,0
22,four hundred twelve,44.png,two two two,15,45.png,four hundred twenty one,two two two two,15,0
23,six,46.png,<end>,5,47.png,thirteen,fifteen,6,1
