,,Time_0,Time_1,Time_2,Time_3,Time_4
two hundred sixteen,<pad>,0.02720997,0.027265565,0.027147705,0.027061246,
two hundred sixteen,one,0.033715773,0.035810933,0.03722557,0.038061384,
two hundred sixteen,two,0.040966902,0.039740633,0.038961686,0.038604613,
two hundred sixteen,three,0.03814538,0.03907437,0.039443083,0.03941071,
two hundred sixteen,four,0.03559241,0.03133586,0.029740993,0.029165193,
two hundred sixteen,five,0.03143882,0.031041529,0.030957786,0.031033482,
two hundred sixteen,six,0.02539677,0.024829252,0.024206541,0.023662647,
two hundred sixteen,seven,0.028980099,0.029493218,0.02896772,0.028474154,
two hundred sixteen,eight,0.031888932,0.03665656,0.039477766,0.041283254,
two hundred sixteen,nine,0.03714533,0.036590166,0.036143575,0.03581826,
two hundred sixteen,ten,0.026509438,0.022701034,0.021523608,0.021143148,
two hundred sixteen,eleven,0.025856903,0.024099981,0.022969775,0.022322437,
two hundred sixteen,twelve,0.031926893,0.031183172,0.029809015,0.028587362,
two hundred sixteen,thirteen,0.023687847,0.024302462,0.024106381,0.023902476,
two hundred sixteen,fourteen,0.03380933,0.032672394,0.03156453,0.030823417,
two hundred sixteen,fifteen,0.030751,0.029881958,0.029305298,0.029045258,
two hundred sixteen,sixteen,0.028003007,0.031609215,0.033297498,0.033958405,
two hundred sixteen,seventeen,0.026632512,0.027126659,0.027443444,0.027623747,
two hundred sixteen,eighteen,0.032103375,0.034541875,0.035781074,0.03650425,
two hundred sixteen,nineteen,0.026475701,0.022110825,0.020271156,0.01949652,
two hundred sixteen,twenty,0.030081214,0.03148173,0.03228997,0.032777946,
two hundred sixteen,thirty,0.035197698,0.03720692,0.03864381,0.039426487,
two hundred sixteen,forty,0.028969852,0.027693981,0.027064772,0.026772581,
two hundred sixteen,fifty,0.026601586,0.025818927,0.025463656,0.025285602,
two hundred sixteen,sixty,0.036998075,0.035219446,0.034610987,0.034314096,
two hundred sixteen,seventy,0.028749581,0.028791472,0.029433953,0.030089041,
two hundred sixteen,eighty,0.029749643,0.030694459,0.031582724,0.03232304,
two hundred sixteen,ninety,0.027560066,0.027644115,0.027629131,0.027442392,
two hundred sixteen,hundred,0.02683208,0.028504634,0.029319508,0.029706148,
two hundred sixteen,thousand,0.029278403,0.031221677,0.031701002,0.03180284,
two hundred sixteen,<unk>,0.026848547,0.028027505,0.02866106,0.029163262,
two hundred sixteen,<start>,0.026335007,0.024058696,0.02343903,0.02329869,
two hundred sixteen,<end>,0.030561741,0.031568736,0.031816237,0.031616054,
two hundred sixty one,<pad>,0.026962038,0.027305823,0.027220648,0.02713743,0.027089192
two hundred sixty one,one,0.034340657,0.03562571,0.036363028,0.036722645,0.036884967
two hundred sixty one,two,0.036924407,0.03681851,0.03693248,0.037175346,0.037352484
two hundred sixty one,three,0.037745792,0.039220423,0.039888885,0.039997425,0.039925136
two hundred sixty one,four,0.03428687,0.030660518,0.029287757,0.028862951,0.028775197
two hundred sixty one,five,0.02909246,0.027856363,0.027382627,0.027219255,0.027180692
two hundred sixty one,six,0.026281426,0.02662439,0.026425827,0.026080074,0.025814379
two hundred sixty one,seven,0.029429803,0.029933061,0.029447641,0.02899572,0.028665423
two hundred sixty one,eight,0.031222781,0.034477815,0.036462635,0.03773419,0.03856043
two hundred sixty one,nine,0.0378847,0.03728471,0.036826793,0.036499664,0.036280032
two hundred sixty one,ten,0.025599977,0.021755671,0.020450799,0.019978633,0.019825336
two hundred sixty one,eleven,0.026717609,0.024821363,0.023723021,0.02307964,0.022705719
two hundred sixty one,twelve,0.03162176,0.031364553,0.030321237,0.029363725,0.028655136
two hundred sixty one,thirteen,0.023779795,0.024207715,0.024094049,0.023944074,0.02381892
two hundred sixty one,fourteen,0.034389272,0.033809785,0.032986462,0.032407593,0.03205718
two hundred sixty one,fifteen,0.031508572,0.029654939,0.028689535,0.028327448,0.028270232
two hundred sixty one,sixteen,0.028655082,0.032283764,0.034166336,0.03498371,0.035325266
two hundred sixty one,seventeen,0.025750108,0.025940817,0.026094673,0.026203612,0.026284516
two hundred sixty one,eighteen,0.03312944,0.035714358,0.0369917,0.03768546,0.03804189
two hundred sixty one,nineteen,0.027381767,0.023367736,0.02167646,0.020943513,0.020609561
two hundred sixty one,twenty,0.03170173,0.033258192,0.03391063,0.03434476,0.034690496
two hundred sixty one,thirty,0.034205455,0.03631058,0.037648793,0.038273502,0.03848561
two hundred sixty one,forty,0.028454972,0.027408442,0.026888441,0.026638428,0.026477955
two hundred sixty one,fifty,0.02754118,0.02634564,0.025830014,0.02558055,0.025452197
two hundred sixty one,sixty,0.036832303,0.035682965,0.03517384,0.03492738,0.03479989
two hundred sixty one,seventy,0.028354388,0.028788365,0.02963792,0.030349143,0.03090594
two hundred sixty one,eighty,0.03023619,0.03148753,0.03255471,0.033365723,0.03393604
two hundred sixty one,ninety,0.028422365,0.027959384,0.027799217,0.027639834,0.02749979
two hundred sixty one,hundred,0.026540533,0.028014874,0.028760832,0.029168535,0.02935945
two hundred sixty one,thousand,0.029430278,0.030471941,0.030669399,0.030668491,0.03064932
two hundred sixty one,<unk>,0.02806015,0.029516341,0.030269716,0.030793969,0.031164182
two hundred sixty one,<start>,0.027463244,0.025806908,0.025300493,0.025153182,0.025103614
two hundred sixty one,<end>,0.030052746,0.030220779,0.03012346,0.029754365,0.029353786
