,,Time_0,Time_1
five,<pad>,0.03221133,0.033569477
five,one,0.035844456,0.031421673
five,two,0.03056644,0.03410246
five,three,0.033899125,0.031616047
five,four,0.025015593,0.024659546
five,five,0.03650585,0.037810173
five,six,0.040227998,0.043289516
five,seven,0.03228794,0.029394016
five,eight,0.023529824,0.025601044
five,nine,0.022908261,0.023584947
five,ten,0.030777052,0.028326
five,eleven,0.028411217,0.027071705
five,twelve,0.031003345,0.031646054
five,thirteen,0.02216581,0.021587228
five,fourteen,0.03303647,0.034860913
five,fifteen,0.03323308,0.0325161
five,sixteen,0.037187718,0.034978304
five,seventeen,0.03387518,0.026368508
five,eighteen,0.029662387,0.028686123
five,nineteen,0.04058349,0.038586877
five,twenty,0.024296217,0.022435414
five,thirty,0.035432693,0.0393599
five,forty,0.028890632,0.02684229
five,fifty,0.026935168,0.025733383
five,sixty,0.021984262,0.020211741
five,seventy,0.028347295,0.030752404
five,eighty,0.023851207,0.024440402
five,ninety,0.033807326,0.032462813
five,hundred,0.029680138,0.0334613
five,thousand,0.030665187,0.028903775
five,<unk>,0.028578158,0.032064732
five,<start>,0.029938266,0.034919914
five,<end>,0.024660798,0.028735233
fifteen,<pad>,0.028972609,0.03062431
fifteen,one,0.02813846,0.02554881
fifteen,two,0.035793796,0.03813674
fifteen,three,0.03351078,0.030738505
fifteen,four,0.025381126,0.025555896
fifteen,five,0.03794569,0.037976075
fifteen,six,0.040248062,0.043437947
fifteen,seven,0.035557058,0.03030391
fifteen,eight,0.02456602,0.02614295
fifteen,nine,0.023322431,0.024086315
fifteen,ten,0.030640062,0.02881012
fifteen,eleven,0.027215747,0.025722697
fifteen,twelve,0.030755946,0.03030326
fifteen,thirteen,0.023123758,0.021413274
fifteen,fourteen,0.0334969,0.035890426
fifteen,fifteen,0.03193824,0.03075974
fifteen,sixteen,0.035220485,0.034278385
fifteen,seventeen,0.035240505,0.029869314
fifteen,eighteen,0.03208031,0.030291889
fifteen,nineteen,0.039701078,0.039591536
fifteen,twenty,0.026425721,0.024516987
fifteen,thirty,0.03285999,0.0381332
fifteen,forty,0.025919635,0.024721378
fifteen,fifty,0.027738506,0.025763566
fifteen,sixty,0.023136973,0.022089852
fifteen,seventy,0.028933778,0.032799684
fifteen,eighty,0.022551246,0.022466704
fifteen,ninety,0.03676207,0.035271376
fifteen,hundred,0.026744613,0.03028963
fifteen,thousand,0.030864334,0.028471662
fifteen,<unk>,0.029373353,0.032530732
fifteen,<start>,0.029341027,0.032619767
fifteen,<end>,0.026499802,0.030843453
