,,Time_0,Time_1,Time_2,Time_3,Time_4
six hundred eight,<pad>,0.036092747,0.04087571,0.043323807,0.044635367,
six hundred eight,one,0.034202203,0.03562594,0.036061946,0.036467142,
six hundred eight,two,0.02707124,0.028308544,0.029169299,0.029776126,
six hundred eight,three,0.034882657,0.038204074,0.04063606,0.04211928,
six hundred eight,four,0.025547208,0.026252162,0.026338413,0.026355777,
six hundred eight,five,0.021611992,0.024780868,0.026519673,0.027529635,
six hundred eight,six,0.025623994,0.029876124,0.03225378,0.033490926,
six hundred eight,seven,0.025859814,0.026012309,0.025591576,0.025332954,
six hundred eight,eight,0.03268605,0.029640105,0.027780272,0.02672969,
six hundred eight,nine,0.033876587,0.031998266,0.030587332,0.03002972,
six hundred eight,ten,0.03267732,0.031582765,0.030763324,0.03018041,
six hundred eight,eleven,0.021956336,0.025034778,0.026571015,0.027201056,
six hundred eight,twelve,0.037288796,0.033560466,0.03178154,0.030917153,
six hundred eight,thirteen,0.030163098,0.030419564,0.031062638,0.0314546,
six hundred eight,fourteen,0.034904145,0.033257026,0.03289571,0.032929342,
six hundred eight,fifteen,0.022672025,0.021102782,0.020495689,0.020128435,
six hundred eight,sixteen,0.027577523,0.023520552,0.02156494,0.020581828,
six hundred eight,seventeen,0.025874086,0.027807029,0.027954008,0.027660307,
six hundred eight,eighteen,0.03237064,0.031210188,0.030839944,0.030728746,
six hundred eight,nineteen,0.033545174,0.03605427,0.038301963,0.03972368,
six hundred eight,twenty,0.029290792,0.029030237,0.02855566,0.028203132,
six hundred eight,thirty,0.024760637,0.02373104,0.023046251,0.02279137,
six hundred eight,forty,0.037537448,0.037791863,0.037934102,0.03801673,
six hundred eight,fifty,0.032317832,0.03199635,0.030976906,0.030237652,
six hundred eight,sixty,0.037885282,0.034375936,0.032449342,0.03130282,
six hundred eight,seventy,0.024319187,0.02336166,0.022540333,0.022017427,
six hundred eight,eighty,0.03356635,0.030270878,0.0287726,0.028155306,
six hundred eight,ninety,0.036290307,0.03666115,0.037043374,0.037075657,
six hundred eight,hundred,0.031266075,0.031186312,0.031387195,0.03135044,
six hundred eight,thousand,0.031308733,0.029315297,0.027984023,0.027197123,
six hundred eight,<unk>,0.025719507,0.025284948,0.025613755,0.025788805,
six hundred eight,<start>,0.032536153,0.03236146,0.032448594,0.032488216,
six hundred eight,<end>,0.02671814,0.029509297,0.030754944,0.03140319,
six hundred fifty eight,<pad>,0.034181047,0.038523585,0.040781308,0.042038552,0.042801403
six hundred fifty eight,one,0.033921577,0.034662683,0.03492395,0.035243496,0.035545006
six hundred fifty eight,two,0.026416391,0.027607622,0.028458279,0.029057408,0.02945361
six hundred fifty eight,three,0.03634215,0.039104138,0.04108276,0.042308424,0.043039963
six hundred fifty eight,four,0.025789743,0.027074123,0.027329836,0.027358321,0.027345795
six hundred fifty eight,five,0.02223553,0.025213165,0.026684962,0.027450625,0.02785177
six hundred fifty eight,six,0.02646326,0.030385615,0.032724965,0.034012526,0.034689195
six hundred fifty eight,seven,0.024647135,0.02535829,0.025391981,0.025426954,0.02546892
six hundred fifty eight,eight,0.031344537,0.028570294,0.02685295,0.025870644,0.0252646
six hundred fifty eight,nine,0.034765974,0.032597303,0.031262543,0.03079197,0.030657556
six hundred fifty eight,ten,0.033742175,0.032004513,0.030855149,0.030120373,0.029684708
six hundred fifty eight,eleven,0.022383476,0.025641471,0.027271276,0.027953418,0.02825572
six hundred fifty eight,twelve,0.038214687,0.033833083,0.031794712,0.030793717,0.030262176
six hundred fifty eight,thirteen,0.030328343,0.030894881,0.03164333,0.03209638,0.03237856
six hundred fifty eight,fourteen,0.034649763,0.032523755,0.032033823,0.032026064,0.032121085
six hundred fifty eight,fifteen,0.024457589,0.022611544,0.021925539,0.021514805,0.021266043
six hundred fifty eight,sixteen,0.027736828,0.0238463,0.02193033,0.020957837,0.020423718
six hundred fifty eight,seventeen,0.026816966,0.028634757,0.028640088,0.028310247,0.028012302
six hundred fifty eight,eighteen,0.032392576,0.03148489,0.031044176,0.03082065,0.030703068
six hundred fifty eight,nineteen,0.0330168,0.035930313,0.03822577,0.039646436,0.040504906
six hundred fifty eight,twenty,0.027934369,0.027957557,0.027658937,0.027406633,0.027229901
six hundred fifty eight,thirty,0.025375057,0.02417781,0.023452796,0.02318929,0.02312264
six hundred fifty eight,forty,0.037333712,0.037511103,0.037542865,0.037559457,0.037593726
six hundred fifty eight,fifty,0.032634467,0.03239311,0.0315328,0.030886233,0.030454012
six hundred fifty eight,sixty,0.03571778,0.032633085,0.030868236,0.029829808,0.029185917
six hundred fifty eight,seventy,0.02365622,0.022234462,0.021321414,0.020794194,0.020486107
six hundred fifty eight,eighty,0.03267469,0.028807499,0.02712142,0.026439203,0.02615152
six hundred fifty eight,ninety,0.03542124,0.036777034,0.037579596,0.037769984,0.03773919
six hundred fifty eight,hundred,0.031529058,0.031533707,0.03157569,0.031423163,0.031236066
six hundred fifty eight,thousand,0.030701675,0.029324608,0.028259372,0.027602084,0.02719898
six hundred fifty eight,<unk>,0.027625278,0.027400188,0.02778117,0.02798949,0.028117549
six hundred fifty eight,<start>,0.032250788,0.032478485,0.032870512,0.033094294,0.033208687
six hundred fifty eight,<end>,0.027299069,0.030269139,0.03157735,0.0322174,0.032545514
