,,Time_0,Time_1,Time_2
thirteen,<pad>,-0.3015045,-0.17699698,
thirteen,one,-0.1284861,-0.17685853,
thirteen,two,-0.2755404,-0.17694701,
thirteen,three,3.0924604,-0.17661929,
thirteen,four,-0.29189843,-0.17676458,
thirteen,five,0.031207522,-0.17687193,
thirteen,six,-0.29473078,-0.17698216,
thirteen,seven,-0.2641058,-0.17697978,
thirteen,eight,-0.29995167,-0.17699173,
thirteen,nine,-0.29494646,-0.17698276,
thirteen,ten,-0.30438486,-0.17699613,
thirteen,eleven,-0.3039533,-0.17699122,
thirteen,twelve,-0.30301932,-0.17698495,
thirteen,thirteen,-0.30138722,-0.17699215,
thirteen,fourteen,-0.2811119,-0.17699173,
thirteen,fifteen,4.583105,-0.17445388,
thirteen,sixteen,-0.24101807,-0.1769754,
thirteen,seventeen,-0.30250263,-0.17698574,
thirteen,eighteen,-0.30584818,-0.17700098,
thirteen,nineteen,-0.20066553,-0.17693384,
thirteen,twenty,-0.2527788,-0.17692839,
thirteen,thirty,0.37166488,-0.17632194,
thirteen,forty,-0.28632098,-0.17694378,
thirteen,fifty,-0.3022735,-0.17697568,
thirteen,sixty,-0.28546318,-0.17693266,
thirteen,seventy,-0.25639293,-0.17676564,
thirteen,eighty,-0.30343264,-0.17698564,
thirteen,ninety,-0.3039153,-0.17699195,
thirteen,hundred,-0.23016314,-0.17484277,
thirteen,thousand,-0.2751832,-0.17686537,
thirteen,<unk>,-0.30309367,-0.17699872,
thirteen,<start>,-0.3037196,-0.17700031,
thirteen,<end>,-0.28064546,5.6568537,
forty two,<pad>,-0.24762847,-0.19843967,-0.18256657
forty two,one,1.0888768,-0.17358081,-0.16351238
forty two,two,-0.03364122,-0.19570602,-0.1760635
forty two,three,-0.21899821,-0.19811557,-0.1824309
forty two,four,5.500864,-0.058451917,-0.119014435
forty two,five,-0.19389212,-0.19616637,-0.18056023
forty two,six,-0.17226754,-0.19318679,-0.18201615
forty two,seven,-0.21075894,-0.196212,-0.18211763
forty two,eight,-0.23520404,-0.19771902,-0.18226385
forty two,nine,-0.24496679,-0.19785029,-0.18258016
forty two,ten,-0.2488696,-0.19881703,-0.18262823
forty two,eleven,-0.24877533,-0.19867188,-0.18246427
forty two,twelve,-0.2472759,-0.1982083,-0.1824974
forty two,thirteen,-0.24885626,-0.19856793,-0.1824298
forty two,fourteen,-0.14186642,-0.19611023,-0.18191601
forty two,fifteen,-0.2363837,-0.1958738,-0.18044901
forty two,sixteen,-0.24730097,-0.19831507,-0.18249202
forty two,seventeen,-0.24909666,-0.19875209,-0.18258253
forty two,eighteen,-0.24937078,-0.19873995,-0.18259594
forty two,nineteen,-0.23914537,-0.19754262,-0.18247747
forty two,twenty,0.058805827,-0.1437838,-0.10702034
forty two,thirty,-0.24553774,-0.19056931,-0.18052033
forty two,forty,-0.07781622,-0.16885488,-0.17618817
forty two,fifty,-0.24916033,-0.19682945,-0.18134785
forty two,sixty,-0.24139512,-0.19623125,-0.18031578
forty two,seventy,-0.23758247,-0.19654065,-0.18068813
forty two,eighty,-0.23287584,-0.19758691,-0.18190634
forty two,ninety,-0.24898377,-0.19869108,-0.18253998
forty two,hundred,-0.22120996,5.6442056,-0.18248063
forty two,thousand,-0.23218751,0.16984558,-0.18216342
forty two,<unk>,-0.24788274,-0.19872937,-0.1826351
forty two,<start>,-0.24891779,-0.19876985,-0.18260665
forty two,<end>,-0.25069824,-0.14243698,5.656071
