,,Time_0,Time_1,Time_2
twenty one,<pad>,-0.2978521,-0.24671146,-0.18389866
twenty one,one,4.1477556,1.7021055,-0.036737174
twenty one,two,0.6660026,-0.14602476,-0.14305565
twenty one,three,-0.2878848,-0.24511671,-0.18353271
twenty one,four,-0.2780353,-0.23819025,-0.18151022
twenty one,five,-0.22609764,-0.24495903,-0.18315785
twenty one,six,-0.057258513,-0.23859742,-0.18367882
twenty one,seven,-0.27988654,-0.24521782,-0.18372297
twenty one,eight,-0.29347807,-0.24646263,-0.18359873
twenty one,nine,-0.2926304,-0.24499935,-0.18380046
twenty one,ten,-0.30031183,-0.24761845,-0.18392816
twenty one,eleven,-0.29832438,-0.2468438,-0.18361554
twenty one,twelve,-0.29877472,-0.24656694,-0.18383637
twenty one,thirteen,-0.30021396,-0.24707228,-0.1837877
twenty one,fourteen,-0.28560314,-0.24612783,-0.18376024
twenty one,fifteen,-0.28479877,-0.24409327,-0.18334618
twenty one,sixteen,-0.2940784,-0.24579607,-0.18377392
twenty one,seventeen,-0.29814905,-0.24711782,-0.18379726
twenty one,eighteen,-0.2995988,-0.24673893,-0.18375142
twenty one,nineteen,-0.28833407,-0.2446981,-0.18374966
twenty one,twenty,3.5965877,0.03750478,-0.16093953
twenty one,thirty,-0.29196072,-0.24129495,-0.18339813
twenty one,forty,-0.2767705,-0.23966382,-0.18337134
twenty one,fifty,-0.29853025,-0.24410203,-0.18291701
twenty one,sixty,-0.2595671,-0.20310165,-0.17511004
twenty one,seventy,-0.29412633,-0.24397422,-0.18294817
twenty one,eighty,-0.2898347,-0.24393697,-0.18304744
twenty one,ninety,-0.29994148,-0.24743308,-0.18382125
twenty one,hundred,-0.25263074,5.330718,-0.18385449
twenty one,thousand,-0.28781372,-0.16886044,-0.18373822
twenty one,<unk>,-0.29810858,-0.24683943,-0.18387869
twenty one,<start>,-0.2990525,-0.24745391,-0.18387891
twenty one,<end>,-0.30069968,-0.18471457,5.6549435
two hundred ten,<pad>,-0.33973092,-0.17770654,-0.19516772
two hundred ten,one,0.11237569,-0.17720059,-0.19099529
two hundred ten,two,3.864911,-0.17642418,-0.16606218
two hundred ten,three,-0.21840324,-0.17763333,-0.19475953
two hundred ten,four,0.7409074,-0.17729501,-0.19186945
two hundred ten,five,0.2590495,-0.17745405,-0.19185415
two hundred ten,six,3.818098,-0.17682576,-0.1945956
two hundred ten,seven,-0.3368928,-0.17772886,-0.19512817
two hundred ten,eight,-0.33820817,-0.17772281,-0.19504616
two hundred ten,nine,-0.33617842,-0.17771542,-0.19508627
two hundred ten,ten,-0.34007147,-0.17772874,-0.19514339
two hundred ten,eleven,-0.34104013,-0.17773026,-0.19500753
two hundred ten,twelve,-0.3396532,-0.17768697,-0.19492301
two hundred ten,thirteen,-0.34054184,-0.1777253,-0.19507942
two hundred ten,fourteen,-0.31205875,-0.17770149,-0.19506894
two hundred ten,fifteen,-0.3375995,-0.17771137,-0.19472541
two hundred ten,sixteen,-0.3320397,-0.17764975,-0.1944401
two hundred ten,seventeen,-0.34047997,-0.17772181,-0.19467641
two hundred ten,eighteen,-0.33947012,-0.17769384,-0.1946996
two hundred ten,nineteen,-0.33014673,-0.17764457,-0.19473027
two hundred ten,twenty,-0.28715333,-0.17751944,-0.18859763
two hundred ten,thirty,-0.3353805,-0.17763482,-0.19458063
two hundred ten,forty,-0.3043617,-0.17765601,-0.19503714
two hundred ten,fifty,-0.33302745,-0.17464544,-0.12954389
two hundred ten,sixty,-0.28603095,-0.17708054,-0.18968286
two hundred ten,seventy,-0.26264954,-0.16288997,0.28605792
two hundred ten,eighty,-0.3328643,-0.17770483,-0.19470727
two hundred ten,ninety,-0.3402828,-0.17772608,-0.19495283
two hundred ten,hundred,-0.052783627,5.6568327,-0.19268347
two hundred ten,thousand,-0.31679615,-0.17085394,-0.1948758
two hundred ten,<unk>,-0.3386665,-0.17770572,-0.19495435
two hundred ten,<start>,-0.3405217,-0.17772543,-0.1948932
two hundred ten,<end>,-0.34230804,-0.17698999,5.63751
