,,Time_0,Time_1,Time_2,Time_3,Time_4
two thousand three,<pad>,-0.18696971,-0.17782928,-0.291725,-0.18601656,
two thousand three,one,-0.17073008,-0.17771006,-0.285891,-0.17864527,
two thousand three,two,5.6522455,-0.16844529,4.256214,-0.02920202,
two thousand three,three,0.047794957,-0.1774429,-0.2737805,-0.18478729,
two thousand three,four,-0.15579882,-0.17766199,-0.29344755,-0.18585387,
two thousand three,five,-0.17214908,-0.17523377,3.5407753,-0.12573047,
two thousand three,six,-0.18125129,-0.17431329,0.24098533,-0.17968246,
two thousand three,seven,-0.1863601,-0.17783387,-0.2915037,-0.18475354,
two thousand three,eight,-0.1867005,-0.17784671,-0.2944697,-0.18605681,
two thousand three,nine,-0.18706033,-0.17785032,-0.29499763,-0.18601649,
two thousand three,ten,-0.18698806,-0.1778447,-0.29512697,-0.18645462,
two thousand three,eleven,-0.18661359,-0.17783436,-0.29359347,-0.18646283,
two thousand three,twelve,-0.18710415,-0.17784481,-0.29581738,-0.18653135,
two thousand three,thirteen,-0.18722112,-0.17785066,-0.29160464,-0.18570238,
two thousand three,fourteen,-0.18661688,-0.17782813,-0.29023576,-0.18505159,
two thousand three,fifteen,-0.18692403,-0.17782949,-0.29254112,-0.18524458,
two thousand three,sixteen,-0.18699075,-0.1778356,-0.29275954,-0.1865012,
two thousand three,seventeen,-0.18718897,-0.17784676,-0.29579568,-0.18667004,
two thousand three,eighteen,-0.1871021,-0.17783327,-0.2931645,-0.185575,
two thousand three,nineteen,-0.18630694,-0.17780435,-0.292532,-0.18662578,
two thousand three,twenty,-0.18616337,-0.1778261,-0.26192623,-0.1817945,
two thousand three,thirty,-0.18648125,-0.17777456,-0.28808147,-0.18591921,
two thousand three,forty,-0.1866541,-0.17776074,-0.28725928,-0.18581992,
two thousand three,fifty,-0.18639265,-0.17769119,-0.26279372,-0.18314418,
two thousand three,sixty,-0.18647893,-0.17720903,-0.08725232,-0.17087516,
two thousand three,seventy,-0.185888,-0.17775932,-0.27413407,-0.18494749,
two thousand three,eighty,-0.18710652,-0.17782332,-0.29238525,-0.1859011,
two thousand three,ninety,-0.18694718,-0.17783202,-0.2947496,-0.18616588,
two thousand three,hundred,-0.18714759,-0.16118209,-0.20165578,-0.14856376,
two thousand three,thousand,-0.1632359,5.656824,0.024385398,-0.1827709,
two thousand three,<unk>,-0.18707152,-0.1778016,-0.29240018,-0.18593036,
two thousand three,<start>,-0.18709168,-0.17779803,-0.29064602,-0.18512374,
two thousand three,<end>,-0.18730555,-0.17784695,-0.27009,5.6545205,
two thousand thirty,<pad>,-0.26864707,-0.17836347,-0.19642821,-0.26796177,-0.18006358
two thousand thirty,one,-0.24462749,-0.17829075,-0.1951033,-0.22962295,-0.1756263
two thousand thirty,two,4.392053,-0.17658386,-0.096707605,-0.15255862,-0.1732242
two thousand thirty,three,3.412021,-0.17688219,-0.17475651,-0.23096442,-0.17851195
two thousand thirty,four,0.043674476,-0.17800069,-0.19649176,-0.2687857,-0.17991254
two thousand thirty,five,-0.18532433,-0.16984802,5.6512547,1.4877701,-0.1591872
