,,Time_0,Time_1,Time_2,Time_3,Time_4
one hundred five,<pad>,0.028421616,0.027436325,0.027325014,0.027352123,
one hundred five,one,0.03357145,0.035715707,0.0364935,0.036733057,
one hundred five,two,0.024628373,0.026061619,0.026368883,0.026446765,
one hundred five,three,0.033243,0.032159723,0.032079305,0.03237785,
one hundred five,four,0.033091974,0.030874033,0.029382307,0.028484227,
one hundred five,five,0.03481808,0.033475876,0.032817382,0.03239167,
one hundred five,six,0.025774945,0.023765672,0.02275434,0.02229915,
one hundred five,seven,0.024806462,0.023927536,0.024034109,0.024345616,
one hundred five,eight,0.029522704,0.027952975,0.027776178,0.028002448,
one hundred five,nine,0.024683466,0.023422675,0.022372942,0.021666557,
one hundred five,ten,0.027776679,0.03133525,0.03342753,0.03471476,
one hundred five,eleven,0.026026653,0.028878976,0.029814811,0.030111298,
one hundred five,twelve,0.032470822,0.031944565,0.03151006,0.031172013,
one hundred five,thirteen,0.030181233,0.029638566,0.029233523,0.02906634,
one hundred five,fourteen,0.038041398,0.040663548,0.042041577,0.042771146,
one hundred five,fifteen,0.029530138,0.028565753,0.028209303,0.028082818,
one hundred five,sixteen,0.030647354,0.028126342,0.027036758,0.02661649,
one hundred five,seventeen,0.023062048,0.023100946,0.023024002,0.022960905,
one hundred five,eighteen,0.031049173,0.0286914,0.027365461,0.02663541,
one hundred five,nineteen,0.033463303,0.029056385,0.026673794,0.02538412,
one hundred five,twenty,0.028748581,0.03003236,0.030164447,0.029885914,
one hundred five,thirty,0.039088577,0.040489163,0.040941868,0.04125017,
one hundred five,forty,0.028898558,0.03220604,0.034845214,0.036681812,
one hundred five,fifty,0.025821898,0.0245734,0.023639413,0.022998007,
one hundred five,sixty,0.03939111,0.04066459,0.041235115,0.041427962,
one hundred five,seventy,0.029451355,0.03120171,0.03190666,0.03214383,
one hundred five,eighty,0.042803783,0.04346288,0.04341036,0.043253437,
one hundred five,ninety,0.026819533,0.026711326,0.02697434,0.027232688,
one hundred five,hundred,0.030435141,0.02914506,0.029158123,0.02919707,
one hundred five,thousand,0.02806664,0.03014979,0.031047424,0.031399112,
one hundred five,<unk>,0.033374786,0.034053773,0.034565642,0.03481895,
one hundred five,<start>,0.02197216,0.02146816,0.02105628,0.020803947,
one hundred five,<end>,0.030316927,0.031047745,0.031314347,0.031292297,
one hundred twenty five,<pad>,0.027938753,0.026802571,0.026540598,0.0264124,0.026363038
one hundred twenty five,one,0.03276738,0.035296775,0.036202837,0.036387656,0.036356144
one hundred twenty five,two,0.025196327,0.02688264,0.027061353,0.027040496,0.02699506
one hundred twenty five,three,0.03526143,0.033668973,0.03356355,0.033906523,0.03433598
one hundred twenty five,four,0.03602434,0.03296782,0.03117431,0.030141357,0.02957414
one hundred twenty five,five,0.03363094,0.033067137,0.03275131,0.03248568,0.032302298
one hundred twenty five,six,0.025887173,0.024795927,0.024287252,0.024104416,0.024056984
one hundred twenty five,seven,0.024487177,0.023463786,0.023503201,0.02379265,0.024073748
one hundred twenty five,eight,0.027566157,0.026062632,0.025872981,0.026070772,0.026323978
one hundred twenty five,nine,0.023688804,0.023236722,0.02251773,0.021963425,0.02158371
one hundred twenty five,ten,0.026928153,0.03005989,0.032028843,0.033225663,0.03394822
one hundred twenty five,eleven,0.02560422,0.028819509,0.029822301,0.030110614,0.030154452
one hundred twenty five,twelve,0.033022907,0.033024482,0.032916423,0.03281402,0.03271151
one hundred twenty five,thirteen,0.031120624,0.031013329,0.03074885,0.030693159,0.030683609
one hundred twenty five,fourteen,0.03583842,0.038721047,0.03999442,0.04061755,0.040932104
one hundred twenty five,fifteen,0.028444929,0.027069822,0.026540857,0.02637195,0.026334532
one hundred twenty five,sixteen,0.029672423,0.027777541,0.027028298,0.026782334,0.026736485
one hundred twenty five,seventeen,0.02286539,0.023311509,0.02348041,0.023602532,0.023706226
one hundred twenty five,eighteen,0.03309375,0.029225072,0.027444312,0.026576735,0.026160942
one hundred twenty five,nineteen,0.034804367,0.02980584,0.027215417,0.025911758,0.02525154
one hundred twenty five,twenty,0.02883283,0.030002322,0.030107308,0.029832939,0.029518686
one hundred twenty five,thirty,0.039380528,0.04141251,0.04221369,0.04265035,0.042915102
one hundred twenty five,forty,0.027079294,0.029695567,0.031904254,0.033538025,0.034663342
one hundred twenty five,fifty,0.02571251,0.024543516,0.023855075,0.023436343,0.023195105
one hundred twenty five,sixty,0.03921278,0.040901083,0.04165159,0.041929983,0.041957196
one hundred twenty five,seventy,0.029194478,0.03159921,0.03264434,0.033079788,0.033178374
one hundred twenty five,eighty,0.04345468,0.043888193,0.043755352,0.04357804,0.04337857
one hundred twenty five,ninety,0.026848618,0.026692595,0.02681304,0.026936036,0.027045742
one hundred twenty five,hundred,0.02972956,0.028190147,0.0281019,0.028145835,0.028205961
one hundred twenty five,thousand,0.030101666,0.030759059,0.030745478,0.030618958,0.030503858
one hundred twenty five,<unk>,0.032574702,0.03233848,0.032537665,0.032579754,0.03256307
one hundred twenty five,<start>,0.023581246,0.022712406,0.022125306,0.021797087,0.021612888
one hundred twenty five,<end>,0.030453406,0.03219193,0.032849774,0.032865245,0.03267734
