,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,one two two,13,1.png,two hundred sixty,eleven two two,13,0
1,one hundred,2.png,eleven two,9,3.png,one thousand,two two,10,1
2,sixty seven,4.png,eleven eleven,8,5.png,six hundred seventy,eleven two two,13,1
3,one thousand two,6.png,two two two,9,7.png,one thousand twenty,two two two,9,0
4,twenty one,8.png,four eleven,10,9.png,two hundred one,eleven two two,10,0
5,one hundred five,10.png,four two two,14,11.png,one hundred twenty five,four two thousand thousand,20,1
6,three hundred five,12.png,two two two,15,13.png,three hundred fifty,two two two,15,0
7,forty two,14.png,four eleven,8,15.png,four hundred two,eleven two two,9,1
8,five,16.png,four,3,17.png,fifteen,four,3,0
9,eleven,18.png,four,6,19.png,twenty four,four eleven,5,0
10,two,20.png,four,4,21.png,eight,four,4,0
11,twenty five,22.png,four <start>,12,23.png,four hundred five,one two two,9,0
12,sixty two,24.png,eleven thousand,12,25.png,six hundred two,eleven two two,9,0
13,twenty one,26.png,four eleven,10,27.png,two hundred ten,eleven two two,10,0
14,twenty four,28.png,four eleven,11,29.png,two hundred four,one two thousand,11,0
15,seventeen,30.png,four,9,31.png,twenty one,four eleven,8,0
16,thirty five,32.png,four eleven,9,33.png,three hundred five,two two two,9,0
17,forty seven,34.png,four eleven,5,35.png,four hundred seventy,eleven eleven thousand,17,1
18,nineteen,36.png,four,8,37.png,one hundred nine,two two two,10,1
19,sixteen,38.png,four,7,39.png,one hundred six,four two two,11,1
20,fifty three,40.png,eleven <start>,11,41.png,eighty,eleven,10,0
21,two hundred sixteen,42.png,eleven two two,16,43.png,two hundred sixty one,eleven two two thousand,20,1
22,four hundred twelve,44.png,four two two,11,45.png,four hundred twenty one,four eleven eleven eleven,14,1
23,six,46.png,four,4,47.png,thirteen,four,4,0
