,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,<unk> <unk>,11,1.png,eight hundred seven,eleven <unk> <unk>,13,1
1,sixty four,2.png,<unk> <unk>,10,3.png,six hundred four,eleven <unk> <unk>,16,1
2,eighty five,4.png,eleven <unk>,10,5.png,eight hundred fifty,eleven eleven <unk>,15,1
3,thirty six,6.png,eleven eleven,12,7.png,three hundred six,eleven <unk> <unk>,17,1
4,twelve,8.png,eleven,4,9.png,twenty two,eleven eleven,9,1
5,four hundred,10.png,<unk> <unk>,10,11.png,four thousand,eleven three,10,0
6,seventy six,12.png,eleven <unk>,8,13.png,seven hundred sixty,eleven <unk> <unk>,13,1
7,thirty one,14.png,<unk> eleven,11,15.png,three hundred one,eleven <unk> <unk>,16,1
8,eighty nine,16.png,eleven eleven,10,17.png,eight hundred nine,eleven <unk> <unk>,14,1
9,three hundred seven,18.png,<unk> <unk> <unk>,15,19.png,three hundred sixty seven,<unk> <unk> <unk> <unk>,19,1
10,thirteen,20.png,eleven,6,21.png,forty two,<unk> <unk>,10,1
11,five hundred eight,22.png,eleven <unk> <unk>,14,23.png,five hundred eighty,eleven <unk> <unk>,14,0
12,two thousand three,24.png,eleven three three,12,25.png,two thousand thirty,eleven three three,12,0
13,three hundred six,26.png,eleven <unk> <unk>,14,27.png,three hundred sixty,eleven <unk> <unk>,14,0
14,seven,28.png,<unk>,5,29.png,eighteen,<unk>,5,0
15,five,30.png,<unk>,5,31.png,eight,<unk>,5,0
16,five hundred,32.png,eleven <unk>,9,33.png,five thousand,eleven three,9,0
17,thirty six,34.png,eleven eleven,12,35.png,five hundred nine,eleven <unk> <unk>,17,1
18,forty two,36.png,<unk> <unk>,10,37.png,four hundred twenty,<unk> <unk> <unk>,16,1
19,twenty seven,38.png,<unk> <unk>,10,39.png,two hundred seven,eleven <unk> <unk>,15,1
20,six hundred eight,40.png,eleven <unk> <unk>,16,41.png,six hundred fifty eight,eleven <unk> <unk> hundred,22,1
21,seventeen,42.png,<unk>,8,43.png,twenty eight,eleven eleven,6,0
22,five hundred sixty seven,44.png,<unk> <unk> <unk> <unk>,20,45.png,five hundred seventy six,eleven <unk> <unk> <unk>,19,0
23,one,46.png,<unk>,4,47.png,nine,eleven,5,1
