,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,seven one one,13,1.png,two hundred sixty,seven one one,13,0
1,one hundred,2.png,seven one,9,3.png,one thousand,seven seven,10,1
2,sixty seven,4.png,seven seven,4,5.png,six hundred seventy,seven one one,9,1
3,one thousand two,6.png,seven seven one,14,7.png,one thousand twenty,seven one one,13,0
4,twenty one,8.png,seven seven,9,9.png,two hundred one,seven seven seven,13,1
5,one hundred five,10.png,seven one one,12,11.png,one hundred twenty five,seven seven seven seven,16,1
6,three hundred five,12.png,seven seven one,13,13.png,three hundred fifty,seven seven one,13,0
7,forty two,14.png,seven seven,10,15.png,four hundred two,seven seven seven,16,1
8,five,16.png,seven,3,17.png,fifteen,seven,3,0
9,eleven,18.png,seven,2,19.png,twenty four,seven seven,6,1
10,two,20.png,seven,5,21.png,eight,eighteen,7,1
11,twenty five,22.png,seven seven,8,23.png,four hundred five,seven seven seven,12,1
12,sixty two,24.png,seven seven,9,25.png,six hundred two,seven one one,10,1
13,twenty one,26.png,seven seven,9,27.png,two hundred ten,seven seven seven,13,1
14,twenty four,28.png,seven seven,10,29.png,two hundred four,seven seven seven,14,1
15,seventeen,30.png,seven,4,31.png,twenty one,seven seven,3,0
16,thirty five,32.png,seven seven,9,33.png,three hundred five,seven seven one,13,1
17,forty seven,34.png,seven seven,5,35.png,four hundred seventy,seven seven seven,11,1
18,nineteen,36.png,seven,5,37.png,one hundred nine,seven one one,10,1
19,sixteen,38.png,seven,4,39.png,one hundred six,seven one one,10,1
20,fifty three,40.png,seven seven,9,41.png,eighty,seven,10,1
21,two hundred sixteen,42.png,seven seven seven,14,43.png,two hundred sixty one,seven seven seven seven,17,1
22,four hundred twelve,44.png,seven seven seven,15,45.png,four hundred twenty one,seven seven seven seven,18,1
23,six,46.png,seven,4,47.png,thirteen,seven,4,0
