,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,<unk> <unk>,11,1.png,eight hundred seven,<unk> <unk> <unk>,15,1
1,sixty four,2.png,<unk> <unk>,10,3.png,six hundred four,eleven <unk> <unk>,16,1
2,eighty five,4.png,<unk> <unk>,11,5.png,eight hundred fifty,<unk> <unk> <unk>,16,1
3,thirty six,6.png,eleven <unk>,11,7.png,three hundred six,eleven <unk> <unk>,17,1
4,twelve,8.png,<unk>,6,9.png,twenty two,eleven <unk>,10,1
5,four hundred,10.png,thousand <unk>,11,11.png,four thousand,fifteen ninety,11,0
6,seventy six,12.png,<unk> <unk>,11,13.png,seven hundred sixty,<unk> <unk> <unk>,15,1
7,thirty one,14.png,<unk> thirteen,10,15.png,three hundred one,eleven <unk> ninety,16,1
8,eighty nine,16.png,<unk> <unk>,10,17.png,eight hundred nine,<unk> <unk> <unk>,15,1
9,three hundred seven,18.png,<unk> <unk> sixteen,14,19.png,three hundred sixty seven,<unk> sixteen sixteen sixteen,21,1
10,thirteen,20.png,<unk>,8,21.png,forty two,thousand thirteen,9,1
11,five hundred eight,22.png,<unk> <unk> <unk>,15,23.png,five hundred eighty,<unk> <unk> <unk>,15,0
12,two thousand three,24.png,<unk> <unk> <unk>,16,25.png,two thousand thirty,<unk> <unk> <unk>,16,0
13,three hundred six,26.png,eleven <unk> <unk>,14,27.png,three hundred sixty,eleven <unk> <unk>,14,0
14,seven,28.png,<unk>,5,29.png,eighteen,<unk>,5,0
15,five,30.png,eleven,4,31.png,eight,<unk>,5,1
16,five hundred,32.png,eleven <unk>,9,33.png,five thousand,fifteen <unk>,9,0
17,thirty six,34.png,eleven <unk>,11,35.png,five hundred nine,<unk> <unk> <unk>,16,1
18,forty two,36.png,thousand thirteen,14,37.png,four hundred twenty,thousand thousand ninety,20,1
19,twenty seven,38.png,<unk> thirteen,11,39.png,two hundred seven,<unk> <unk> <unk>,15,1
20,six hundred eight,40.png,<unk> <unk> <unk>,15,41.png,six hundred fifty eight,<unk> <unk> <unk> <unk>,19,1
21,seventeen,42.png,<unk>,8,43.png,twenty eight,<unk> <unk>,10,1
22,five hundred sixty seven,44.png,<unk> <unk> sixteen sixteen,17,45.png,five hundred seventy six,eleven <unk> <unk> sixteen,17,0
23,one,46.png,sixteen,6,47.png,nine,<unk>,4,0
