,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,two two,12,1.png,eight hundred seven,two two two,12,0
1,sixty four,2.png,two two,9,3.png,six hundred four,fifteen two two,11,1
2,eighty five,4.png,two two,10,5.png,eight hundred fifty,one two fourteen,12,1
3,thirty six,6.png,two two,8,7.png,three hundred six,one two two,9,1
4,twelve,8.png,two,4,9.png,twenty two,fifteen two,9,1
5,four hundred,10.png,fifteen two,10,11.png,four thousand,one two,10,0
6,seventy six,12.png,two two,10,13.png,seven hundred sixty,one fourteen fourteen,18,1
7,thirty one,14.png,one two,8,15.png,three hundred one,one fourteen fourteen,16,1
8,eighty nine,16.png,two two,10,17.png,eight hundred nine,two two two,10,0
9,three hundred seven,18.png,one fourteen fourteen,16,19.png,three hundred sixty seven,one two fourteen fourteen,19,1
10,thirteen,20.png,two,7,21.png,forty two,two two,6,0
11,five hundred eight,22.png,two two two,16,23.png,five hundred eighty,two two two,16,0
12,two thousand three,24.png,one fourteen fourteen,15,25.png,two thousand thirty,one fourteen fourteen,15,0
13,three hundred six,26.png,one two two,14,27.png,three hundred sixty,one fourteen fourteen,18,1
14,seven,28.png,two,5,29.png,eighteen,two,5,0
15,five,30.png,ninety,4,31.png,eight,two,4,0
16,five hundred,32.png,fifteen two,9,33.png,five thousand,one two,10,1
17,thirty six,34.png,two two,8,35.png,five hundred nine,one two two,9,1
18,forty two,36.png,two two,5,37.png,four hundred twenty,one two two,6,1
19,twenty seven,38.png,two two,9,39.png,two hundred seven,fifteen two fourteen,13,1
20,six hundred eight,40.png,two two two,15,41.png,six hundred fifty eight,one two two fourteen,17,1
21,seventeen,42.png,two,8,43.png,twenty eight,two two,8,0
22,five hundred sixty seven,44.png,one two two fourteen,18,45.png,five hundred seventy six,one fourteen fourteen fourteen,22,1
23,one,46.png,two,3,47.png,nine,two,3,0
